gene_id	PRJEB14695__ovary_mixed_sex_r1	PRJEB14695__ovary_mixed_sex_r2	PRJEB14695__ovary_mixed_sex_r3	PRJEB14695__ovary_single_sex_r1	PRJEB14695__ovary_single_sex_r2	PRJEB14695__testis_mixed_sex_r1	PRJEB14695__testis_mixed_sex_r2	PRJEB14695__testis_mixed_sex_r3	PRJEB14695__testis_single_sex_r1	PRJEB14695__testis_single_sex_r2	PRJEB14695__testis_single_sex_r3	PRJEB14695__whole_female_mixed_sex_r1	PRJEB14695__whole_female_mixed_sex_r2	PRJEB14695__whole_female_mixed_sex_r3	PRJEB14695__whole_female_single_sex_r1	PRJEB14695__whole_female_single_sex_r2	PRJEB14695__whole_female_single_sex_r3	PRJEB14695__whole_male_mixed_sex_r1	PRJEB14695__whole_male_mixed_sex_r2	PRJEB14695__whole_male_mixed_sex_r3	PRJEB14695__whole_male_single_sex_r1	PRJEB14695__whole_male_single_sex_r2	PRJEB14695__whole_male_single_sex_r3
Smp_000250	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652	27.39882608695652
Smp_000260	3023.277	3024.375	3010.7820000000006	3024.0629999999996	3013.06	3006.288	3013.55	3034.423	3015.603	3008.69	3006.684	3030.663	3013.544	3011.003	3023.266	2999.713	3022.409	3007.068	3013.01	3018.047	3022.649	3016.542	2980.614
Smp_000270	755.309	756.4349999999998	742.84	756.0899999999999	745.086	738.352	745.608	766.482	747.684	740.75	738.73	762.719	745.559	743.04	755.296	731.771	754.458	739.1030000000001	745.035	750.081	754.678	748.579	712.686
Smp_000280	665.484	666.562	653.075	666.214	655.186	648.696	655.864	676.847	658.1159999999999	651.062	648.971	672.9659999999999	655.662	653.2389999999999	665.369	642.058	664.652	649.255	655.173	660.238	664.833	658.748	623.037
Smp_000300	4636.277	4637.375	4623.782	4637.063	4626.06	4619.288	4626.55	4647.423	4628.603	4621.69	4619.684	4643.663	4626.544	4624.003	4636.266	4612.713	4635.409	4620.068	4626.01	4631.047	4635.649	4629.542	4593.614
Smp_000310	998.277	999.3749999999999	985.782	999.063	988.06	981.288	988.5499999999998	1009.4230000000001	990.603	983.69	981.6840000000001	1005.663	988.5440000000001	986.0030000000002	998.2660000000001	974.713	997.409	982.068	988.01	993.047	997.649	991.542	955.614
Smp_000320	1755.277	1756.375	1742.782	1756.063	1745.0599999999997	1738.2880000000002	1745.55	1766.423	1747.603	1740.69	1738.684	1762.6629999999998	1745.544	1743.0030000000002	1755.266	1731.7129999999997	1754.409	1739.068	1745.01	1750.047	1754.649	1748.542	1712.614
Smp_000340	6698.277	6699.375	6685.782	6699.063	6688.06	6681.288	6688.55	6709.423	6690.603	6683.69	6681.684	6705.663	6688.544	6686.003	6698.265999999999	6674.713	6697.409	6682.068	6688.01	6693.047	6697.649	6691.542	6655.614
Smp_000370	3438.277	3439.3749999999995	3425.782	3439.063	3428.06	3421.2879999999996	3428.55	3449.423	3430.6029999999996	3423.69	3421.684	3445.663	3428.544	3426.003	3438.266	3414.713	3437.409	3422.068	3428.01	3433.047	3437.649	3431.542	3395.614
Smp_000390	600.714	601.645	588.233	601.333	590.254	584.064	591.05	612.105	593.284	586.317	584.186	608.12	590.77	588.32	600.457	577.329	599.726	584.396	590.337	595.365	599.964	593.914	558.468
Smp_000420	951.277	952.375	938.782	952.063	941.06	934.288	941.55	962.423	943.6030000000001	936.69	934.684	958.663	941.544	939.003	951.266	927.713	950.409	935.0679999999999	941.01	946.047	950.649	944.542	908.614
Smp_000430	810.2770000000002	811.375	797.782	811.063	800.06	793.288	800.55	821.423	802.603	795.69	793.684	817.663	800.544	798.003	810.266	786.713	809.409	794.068	800.01	805.047	809.6489999999999	803.542	767.614
Smp_000470	1191.277	1192.375	1178.782	1192.063	1181.06	1174.288	1181.55	1202.423	1183.603	1176.69	1174.684	1198.663	1181.544	1179.003	1191.266	1167.713	1190.409	1175.068	1181.01	1186.047	1190.649	1184.542	1148.614
Smp_000480	9195.71426556223	9188.882546792027	9189.693307491265	9222.448977291353	9245.33381608784	9193.96874350956	9172.591873761141	9196.5067933078	9270.070154977218	9241.323165673959	9215.100104740517	9438.243348042502	9298.094365143228	9338.111749006574	9338.85941739611	9390.884170632238	9310.348828291706	9370.656913363031	9450.27791359657	9357.95034689091	9376.100788472304	9374.623624042422	9356.974010600157
Smp_000500	891.277	882.0186439692694	882.0186439692694	882.0186439692694	882.0186439692694	882.0186439692694	882.0186439692694	882.0186439692694	883.603	882.0186439692694	882.0186439692694	898.663	881.544	879.0029999999999	891.266	867.7130000000001	890.409	875.068	881.01	886.047	890.649	884.542	848.614
Smp_000510	1315.277	1316.375	1302.782	1316.063	1305.06	1298.288	1305.55	1326.423	1307.603	1300.69	1298.684	1322.663	1305.544	1303.003	1315.266	1291.713	1314.409	1299.068	1305.01	1310.047	1314.649	1308.542	1272.614
Smp_000560	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174	51.74808695652174
Smp_000580	4618.277	4619.375	4605.782	4619.063	4608.06	4601.288	4608.55	4629.423	4610.603	4603.69	4601.684	4625.663	4608.543999999999	4606.003	4618.266	4594.713	4617.409	4602.068000000001	4608.01	4613.047	4617.649	4611.542	4575.614
Smp_000590	2414.277	2415.375	2401.782	2415.063	2404.06	2397.288	2404.55	2425.423	2406.603	2399.69	2397.684	2421.663	2404.544	2402.003	2414.266	2390.713	2413.409	2398.068	2404.0100000000007	2409.0470000000005	2413.649	2407.542	2371.614
Smp_000600	1787.277	1788.375	1774.782	1788.0629999999999	1777.06	1770.288	1777.5499999999997	1798.423	1779.603	1772.69	1770.684	1794.663	1777.544	1775.0030000000002	1787.266	1763.713	1786.409	1771.068	1777.01	1782.047	1786.649	1780.542	1744.614
Smp_000620	1147.277	1148.375	1134.782	1148.063	1137.06	1130.288	1137.55	1158.423	1139.603	1132.69	1130.684	1154.663	1137.544	1135.003	1147.266	1123.713	1146.409	1131.068	1137.01	1142.047	1146.649	1140.542	1104.614
Smp_000630	746.319	747.448	733.856	747.105	736.096	729.379	736.632	757.495	738.716	731.775	729.751	753.7370000000001	736.563	734.057	746.301	722.791	745.473	730.117	736.042	741.099	745.691	739.593	703.718
Smp_000640	1354.277	1355.375	1341.782	1355.063	1344.06	1337.288	1344.55	1365.423	1346.603	1339.69	1337.684	1361.663	1344.544	1342.003	1354.266	1330.713	1353.409	1338.068	1344.01	1349.047	1353.6489999999997	1347.542	1311.614
Smp_000650	2024.277	2025.375	2011.782	2025.063	2014.06	2007.2879999999998	2014.55	2035.423	2016.603	2009.69	2007.6840000000002	2031.663	2014.544	2012.003	2024.266	2000.713	2023.409	2008.068	2014.01	2019.047	2023.649	2017.5420000000001	1981.614
Smp_000660	4978.277	4979.375	4965.782	4979.063	4968.06	4961.288	4968.55	4989.423	4970.603	4963.69	4961.684	4985.663	4968.544	4966.002999999999	4978.266	4954.713	4977.409	4962.068	4968.01	4973.047	4977.649	4971.542	4935.614
Smp_000670	5999.277	6000.375	5986.782	6000.063	5989.06	5982.288	5989.55	6010.423	5991.603	5984.69	5982.684	6006.6630000000005	5989.544	5987.002999999999	5999.266	5975.713	5998.409	5983.068	5989.01	5994.047	5998.649	5992.542	5956.614
Smp_000680	1072.277	1073.375	1059.782	1073.063	1062.06	1055.288	1062.55	1083.423	1064.603	1057.69	1055.684	1079.663	1062.544	1060.003	1072.266	1048.713	1071.409	1056.068	1062.01	1067.047	1071.649	1065.542	1029.614
Smp_000690	5111.277	5112.375	5098.782	5112.063	5101.06	5094.288	5101.55	5122.423	5103.603	5096.69	5094.684	5118.663	5101.544	5099.003	5111.266	5087.713	5110.409	5095.068	5101.01	5106.047	5110.649	5104.542	5068.614
Smp_000700	5203.277	5204.375	5190.782	5204.063	5193.06	5186.288	5193.55	5214.423	5195.603	5188.69	5186.684	5210.663	5193.544	5191.003	5203.266	5179.713	5202.408999999999	5187.068	5193.01	5198.047	5202.649	5196.542	5160.614
Smp_000710	1344.277	1345.375	1331.782	1345.063	1334.06	1327.288	1334.55	1355.423	1336.603	1329.69	1327.684	1351.663	1334.5439999999999	1332.003	1344.266	1320.713	1343.409	1328.068	1334.01	1339.047	1343.649	1337.542	1301.614
Smp_000720	4722.277	4723.375	4709.782	4723.063	4712.06	4705.288	4712.55	4733.423	4714.603	4707.69	4705.684	4729.663	4712.544	4710.003	4722.266	4698.713	4721.409	4706.068	4712.01	4717.047	4721.649	4715.542	4679.614
Smp_000740	1395.277	1396.375	1382.782	1396.063	1385.06	1378.288	1385.55	1406.423	1387.603	1380.69	1378.684	1402.663	1385.5440000000003	1383.003	1395.266	1371.713	1394.409	1379.068	1385.01	1390.047	1394.649	1388.542	1352.614
Smp_000755	2816.277	2817.375	2803.782	2817.063	2806.06	2799.288	2806.55	2827.423	2808.603	2801.69	2799.684	2823.663	2806.544	2804.003	2816.266	2792.713	2815.409	2800.068	2806.01	2811.047	2815.649	2809.542	2773.614
Smp_000770	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609	48.65530434782609
Smp_000790	5323.930900103052	5326.46961987879	5309.204534829986	5330.226304530361	5314.57027969754	5305.0089235618625	5311.781431000021	5332.423	5314.278434621379	5308.523580162393	5304.684	5356.643755501651	5326.892003708328	5315.125873819761	5358.890975289488	5325.295757059811	5352.62030113364	5309.781175520259	5337.573852732124	5347.47008213867	5348.564085326566	5345.502266673714	5311.6213809051
Smp_000810	2303.277	2304.375	2290.782	2304.063	2293.06	2286.288	2293.55	2314.423	2295.603	2288.69	2286.684	2310.663	2293.544	2291.003	2303.266	2279.713	2302.409	2287.068	2293.01	2298.047	2302.649	2296.542	2260.614
Smp_000820	498.58792355036127	501.715	488.37500000000006	497.779081366837	490.34499999999997	483.18690463578275	491.308	512.614	493.52000000000004	483.0366372353469	482.9546356407752	507.1485967799429	490.61385887032253	488.0438067991586	499.027161737783	476.1818848256336	498.56604902768885	484.4840526740384	489.3194429873162	493.5107753378432	498.7368801335308	492.42534775408785	458.4455577740735
Smp_000830	2868.424366747848	2879.375	2868.424366747848	2868.424366747848	2868.06	2861.288	2868.424366747848	2868.424366747848	2870.603	2863.69	2861.684	2885.663	2868.544	2868.424366747848	2878.266	2854.713	2877.409	2868.424366747848	2868.01	2873.047	2877.649	2871.542	2835.614
Smp_000850	1180.277	1181.375	1167.782	1181.063	1170.06	1163.288	1170.55	1191.423	1172.603	1165.69	1163.684	1187.663	1170.544	1168.003	1180.266	1156.713	1179.409	1164.068	1170.01	1175.0470000000003	1179.649	1173.542	1137.614
Smp_000870	3307.277	3308.375	3294.782	3308.063	3297.06	3290.288	3297.5500000000006	3318.423	3299.603	3292.69	3290.6840000000007	3314.663	3297.544	3295.003	3307.266	3283.713	3306.4089999999997	3291.068	3297.01	3302.047	3306.649	3300.542	3264.614
Smp_000880	438.528	438.804	425.549	438.817	427.434	422.47200000000004	428.53	450.043	430.68999999999994	424.405	422.521	445.699	428.438	425.764	437.827	415.779	436.886	421.992	428.197	433.073	437.778	432.048	398.813
Smp_000900	1885.277	1886.375	1872.7820000000002	1886.063	1875.06	1868.2880000000002	1875.55	1896.423	1877.6030000000003	1870.6900000000003	1868.684	1892.6629999999998	1875.544	1873.003	1885.266	1861.713	1884.409	1869.068	1875.0099999999998	1880.0470000000003	1884.6490000000001	1878.542	1842.614
Smp_000910	2340.277	2341.375	2327.782	2341.063	2330.06	2323.288	2330.55	2351.423	2332.603	2325.69	2323.684	2347.663	2330.544	2328.003	2340.266	2316.713	2339.409	2324.068	2330.01	2335.047	2339.649	2333.542	2297.614
Smp_000950	2875.2769999999996	2876.375	2862.782	2876.063	2865.06	2858.288	2867.1722924423066	2886.423	2867.603	2860.69	2867.1722924423066	2882.6629999999996	2865.544	2863.003	2875.266	2851.713	2874.409	2859.068	2865.01	2870.047	2874.649	2868.542	2832.6140000000005
Smp_000980	951.277	952.3750000000001	938.782	952.063	941.06	934.288	941.55	962.423	943.603	936.69	934.684	958.6629999999999	941.544	939.003	951.2659999999998	927.713	950.409	935.068	941.01	946.0469999999999	950.649	944.542	908.614
Smp_000990	3392.277	3393.375	3379.782	3393.0629999999996	3382.06	3375.288	3382.55	3403.423	3384.6029999999996	3377.69	3375.684	3399.663	3382.544	3380.0030000000006	3392.266	3368.7129999999997	3391.409	3376.068	3382.01	3387.047	3391.649	3385.542	3349.614
Smp_001000	722.3580000000001	723.484	709.926	723.133	712.122	705.455	712.685	733.554	714.844	707.842	705.801	729.808	712.598	710.095	722.318	698.854	721.526	706.154	712.075	717.124	721.731	715.63	679.798
Smp_001020	2147.277	2148.375	2134.782	2148.063	2137.06	2130.288	2137.55	2158.423	2139.603	2132.69	2130.684	2154.663	2137.544	2135.003	2147.266	2123.713	2146.409	2131.068	2137.01	2142.047	2146.649	2140.542	2104.614
Smp_001030	1621.277	1622.375	1608.782	1622.063	1611.06	1604.288	1611.55	1632.423	1613.603	1606.69	1604.684	1628.663	1611.544	1609.003	1621.266	1597.713	1620.409	1605.068	1611.0099999999998	1616.0470000000003	1620.6490000000001	1614.542	1578.614
Smp_001040	4555.277	4556.375	4542.782	4556.063	4545.06	4538.288	4545.55	4566.423	4547.603	4540.69	4538.684	4562.663	4545.544	4543.003	4555.266	4531.713	4554.409	4539.068	4545.01	4550.047	4554.649000000001	4548.542	4512.614
Smp_001070	2000.2769999999998	2001.375	1987.782	2001.063	1990.06	1983.288	1990.5500000000002	2011.423	1992.603	1985.6899999999998	1983.684	2007.663	1990.5440000000003	1988.003	2000.266	1976.713	1999.409	1984.0680000000002	1990.01	1995.047	1999.649	1993.542	1957.614
Smp_001080	365.136	365.02199999999993	352.282	365.221	353.681	349.711	354.99399999999997	376.366	357.251	351.133	350.045	372.777	355.486	352.585	364.27199999999993	343.594	363.256	348.534	355.162	359.784	364.681	359.38000000000005	328.502
Smp_001090	7860.277	7861.375	7847.782	7861.063	7850.06	7843.288	7850.550000000001	7871.423	7852.603	7845.69	7843.684	7867.663	7850.544	7848.002999999999	7860.266	7836.712999999999	7859.409000000001	7844.068	7850.009999999999	7855.047	7859.649	7853.542	7817.614
Smp_001095	1934.277	1935.375	1921.782	1935.063	1924.06	1917.2879999999998	1924.5499999999997	1945.423	1926.603	1919.69	1917.684	1941.6630000000002	1924.544	1922.0030000000002	1934.2660000000003	1910.713	1933.4089999999999	1918.068	1924.01	1929.047	1933.649	1927.542	1891.614
Smp_001100	2712.2769999999996	2713.375	2699.782	2713.063	2702.06	2695.288	2702.55	2723.4229999999993	2704.603	2697.69	2695.684	2719.663	2702.544	2700.0029999999997	2712.266	2688.713	2711.409	2696.068	2702.01	2707.047	2711.649	2705.542	2669.614
Smp_001120	547.011	547.688	534.32	547.464	536.307	530.48	537.173	558.442	539.434	532.636	530.485	554.311	536.893	534.387	546.544	523.614	545.768	530.607	536.522	541.535	546.161	540.128	505.118
Smp_001160	2127.277	2128.375	2114.782	2128.063	2118.80042723033	2110.288	2117.55	2138.423	2119.603	2112.69	2110.684	2134.663	2117.544	2115.003	2127.266	2103.713	2126.409	2111.068	2117.01	2122.047	2126.649	2120.542	2084.614
Smp_001170	3465.2770000000005	3466.375	3452.782	3466.063	3455.06	3448.288	3455.55	3476.423	3457.603	3450.69	3448.6840000000007	3472.663	3455.544	3453.003	3465.266	3441.713	3464.409	3449.068	3455.01	3460.047	3464.649	3458.542	3422.614
Smp_001180	7466.277	7467.375	7453.782000000001	7467.063	7456.06	7449.288	7456.55	7477.423	7458.603	7451.69	7449.684	7473.663	7456.544	7454.002999999999	7466.266	7442.713	7465.408999999999	7450.067999999999	7456.01	7461.047	7465.649	7459.542	7423.614
Smp_001210	3640.277	3641.375	3627.782	3641.063	3630.06	3623.288	3630.55	3651.4230000000002	3632.603	3625.69	3623.684	3647.663	3630.544	3628.003	3640.2659999999996	3616.7129999999997	3639.409	3624.068	3630.01	3635.047	3639.6490000000003	3633.542	3597.614
Smp_001360	5134.277	5135.375	5121.782	5135.063	5124.06	5117.288	5124.55	5145.423	5126.603	5119.69	5117.684	5141.663	5124.544	5122.003	5134.266	5110.713	5133.409	5118.068	5124.01	5129.047	5133.649	5127.542	5091.614
Smp_001390	5190.277000000001	5191.375	5177.782	5191.063	5180.06	5173.288	5180.55	5201.423	5182.603	5175.69	5173.684	5197.663	5180.544	5178.003	5190.266	5166.713	5189.408999999999	5174.068	5180.01	5185.047	5189.649	5183.542	5147.614
Smp_001410	4071.277	4072.375	4058.782	4072.0630000000006	4061.06	4054.288	4061.5500000000006	4082.423	4063.603	4056.69	4054.684	4078.663	4061.5439999999994	4059.003	4071.266	4047.713	4070.4090000000006	4055.068	4061.0099999999998	4066.047	4070.649	4064.542	4028.6139999999996
Smp_001420	2571.277	2572.375	2558.782	2572.063	2561.06	2554.288	2561.55	2582.423	2563.603	2556.69	2554.684	2578.663	2561.5439999999994	2559.003	2571.266	2547.713	2570.409	2555.068	2561.01	2566.047	2570.649	2564.542	2528.614
Smp_001500	1152.277	1153.375	1139.782	1153.063	1142.06	1135.288	1142.55	1163.423	1144.603	1137.69	1135.684	1159.663	1142.544	1140.003	1152.266	1128.713	1151.409	1136.068	1142.01	1147.047	1151.649	1145.542	1109.614
Smp_001530	2622.277	2623.375	2609.782	2623.063	2612.06	2605.288	2612.55	2633.423	2614.603	2607.69	2605.684	2629.663	2612.544	2610.003	2622.266	2598.713	2621.409	2606.068	2612.0100000000007	2617.047	2621.649	2615.5420000000004	2579.614
Smp_001560	2500.277	2501.375	2487.782	2501.063	2490.06	2483.288	2490.55	2511.423	2492.603	2485.69	2483.684	2507.663	2490.544	2488.003	2500.266	2476.713	2499.409	2484.068	2490.01	2495.047	2499.649	2493.542	2457.614
Smp_001590	1614.277	1615.375	1601.782	1615.063	1604.06	1597.288	1604.55	1625.423	1606.603	1599.69	1597.684	1621.663	1604.544	1602.003	1614.266	1590.713	1613.4090000000003	1598.068	1604.01	1609.047	1613.649	1607.542	1571.614
Smp_001610	1047.277	1048.375	1034.782	1048.063	1037.06	1030.288	1037.55	1058.423	1039.603	1032.69	1030.684	1054.663	1037.544	1035.003	1047.266	1023.713	1046.409	1031.068	1037.01	1042.047	1046.649	1040.542	1004.614
Smp_001640	376.032	375.98	363.17600000000004	376.149	364.634	360.506	365.923	387.32000000000005	368.17599999999993	362.002	360.754	383.673	366.273	363.446	375.181	354.24	374.195	359.432	365.97	370.6600000000001	375.497	370.124	338.803
Smp_001780	1664.2770000000003	1665.375	1651.782	1665.063	1654.06	1647.288	1654.55	1675.423	1656.603	1649.69	1647.684	1671.6629999999998	1654.544	1652.003	1664.266	1640.713	1663.4090000000003	1648.068	1654.01	1659.047	1663.6490000000001	1657.542	1621.614
Smp_001830	394.84900000000005	394.916	382.013	395.052	383.571	379.19	384.808	406.24	387.045	380.789	379.304	402.43799999999993	384.962	382.203	394.051	372.693	393.087	378.273	384.693	389.428	394.251	388.728	356.71700000000004
Smp_001890	478.49965499537393	478.49965499537393	472.397	485.646	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	477.5489999999999	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393	478.49965499537393
Smp_001900	5874.277	5865.305474786467	5861.782	5875.063	5864.06	5857.288	5864.55	5885.423	5866.603	5859.689999999999	5857.684	5881.663	5864.544	5862.003	5874.266	5850.713	5873.409	5858.068	5864.01	5869.047	5873.649000000001	5867.542	5831.614
Smp_001940	993.277	994.375	980.782	994.063	983.06	976.2880000000001	983.55	1004.423	985.6030000000001	978.69	976.6839999999999	1000.663	983.544	981.003	993.266	969.713	992.409	977.0679999999999	983.01	988.047	992.649	986.542	950.614
Smp_001950	1818.2769999999998	1819.375	1805.782	1819.063	1808.06	1801.2880000000002	1808.55	1829.423	1810.603	1803.69	1801.684	1825.663	1808.544	1806.0030000000002	1818.266	1794.713	1817.409	1802.0679999999998	1808.0100000000002	1813.047	1817.649	1811.542	1775.614
Smp_001960	2934.2770000000005	2935.375	2921.7820000000006	2935.063	2924.06	2917.288	2924.55	2945.423	2926.603	2919.69	2917.6839999999997	2941.663	2924.544	2922.003	2934.266	2910.713	2933.409	2918.068	2924.0099999999998	2929.0469999999996	2933.6490000000003	2927.542	2891.614
Smp_001980	3539.277	3529.492921283477	3529.492921283477	3540.0629999999996	3529.492921283477	3522.288	3529.55	3529.492921283477	3531.6030000000005	3524.69	3522.684	3546.6630000000005	3529.5440000000003	3527.003	3539.266	3515.7130000000006	3538.409	3523.068	3529.01	3534.047	3538.649	3532.542	3496.614
Smp_002010	597.724	598.648	585.237	598.338	587.257	581.087	588.057	609.121	590.294	583.335	581.202	605.128	587.775	585.323	597.464	574.343	596.729	581.404	587.347	592.378	596.971	590.925	555.494
Smp_002060	599.3138951147295	599.3138951147295	599.3138951147295	609.321	599.3138951147295	599.3138951147295	599.3138951147295	599.3138951147295	599.3138951147295	599.3138951147295	599.3138951147295	616.096	599.3138951147295	596.306	608.445	585.288	607.711	592.38	598.309	603.355	607.943	601.893	566.395
