gene_id	PRJEB14695__ovary_mixed_sex_r1	PRJEB14695__ovary_mixed_sex_r2	PRJEB14695__ovary_mixed_sex_r3	PRJEB14695__ovary_single_sex_r1	PRJEB14695__ovary_single_sex_r2	PRJEB14695__testis_mixed_sex_r1	PRJEB14695__testis_mixed_sex_r2	PRJEB14695__testis_mixed_sex_r3	PRJEB14695__testis_single_sex_r1	PRJEB14695__testis_single_sex_r2	PRJEB14695__testis_single_sex_r3	PRJEB14695__whole_female_mixed_sex_r1	PRJEB14695__whole_female_mixed_sex_r2	PRJEB14695__whole_female_mixed_sex_r3	PRJEB14695__whole_female_single_sex_r1	PRJEB14695__whole_female_single_sex_r2	PRJEB14695__whole_female_single_sex_r3	PRJEB14695__whole_male_mixed_sex_r1	PRJEB14695__whole_male_mixed_sex_r2	PRJEB14695__whole_male_mixed_sex_r3	PRJEB14695__whole_male_single_sex_r1	PRJEB14695__whole_male_single_sex_r2	PRJEB14695__whole_male_single_sex_r3
Smp_000670	12.234305	10.429844	12.098528	18.227987	19.539458	69.161689	86.373724	86.871752	70.17872	98.788755	54.897158	47.813704	15.397699	12.959641	22.971785	24.41753	27.04596	18.919462	40.387747	38.83566	36.001345	35.597597	32.469312
Smp_000680	78.107439	54.78769	78.999732	104.143747	102.301143	64.695887	48.187721	68.248418	62.800563	73.210327	70.288827	33.757293	26.857848	19.547022	59.322036	61.917567	59.079766	21.668264	33.245901	39.885397	44.9451	44.212216	40.222171
Smp_000690	0.122259	0.230723	0.212463	0.561757	0.636417	0.394037	1.108006	0.743249	0.838895	0.526821	0.466892	0.613239	0.149048	0.201735	0.375352	0.268929	0.275324	0.243541	0.400321	0.277475	0.276638	0.153652	0.314587
Smp_000700	10.547671	9.882242	12.771649	17.305962	18.981223	10.493081	13.877627	12.292793	14.687803	19.149869	11.880463	21.549926	7.073845	6.833055	12.624203	11.390281	12.692396	8.797783	21.159523	19.891996	17.913	16.935898	19.261613
Smp_000710	113.957947	95.632614	121.730538	91.888999	88.018613	103.42356	89.747263	98.678846	102.626724	111.99206	90.034189	72.072792	49.552765	39.054097	69.984956	65.507732	69.276361	59.726275	76.649001	82.793079	71.392517	66.245422	58.359961
Smp_000720	40.562835	38.222809	44.273903	58.149558	64.32531	67.106594	102.566231	135.532993	94.571592	122.778732	75.853707	45.373168	29.471989	24.114755	26.766608	29.510544	29.097203	29.391481	39.465647	40.915273	30.458921	29.90718	29.374883
Smp_000740	214.092178	170.411706	235.312212	345.341919	328.659744	288.483386	379.400027	294.816593	320.162739	337.602233	338.890053	251.445662	208.831786	204.163047	311.254822	319.493105	300.367954	193.818148	295.657361	333.926358	298.644224	299.067971	265.496321
Smp_000755	0.494381	0.627711	0.503455	4.121015	9.684086	0.557735	0.751211	0.803295	3.105567	1.841047	1.326235	45.928289	22.029404	25.589631	65.161315	67.766958	74.904907	27.039742	55.551407	47.248106	57.91782	48.808322	38.365352
Smp_000770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_000790	4.675338	4.290684	5.540987	5.5879650000000005	5.240232	27.789020999999998	30.807973	40.487216	30.156938	38.521261	19.41281	14.623608	4.828052	4.340648	10.015979999999999	9.453121	8.412979	6.627799	11.983849	10.493680999999999	8.662484	8.702770000000001	7.190988
Smp_000810	29.757351	20.721214	27.880544	24.582064	23.305634	23.026849	21.930331	25.842153	26.321215	25.70957	20.398923	11.934411	8.288645	6.157348	12.992892	13.885283	17.060136	8.543702	10.340266	11.217126	11.504414	11.912498	11.620999
Smp_000820	3.590429	7.167306	4.50358	9.069641	5.827938	52.467687999999995	26.360397	16.246005	18.339008	12.726284	36.999313	620.073738	115.629769	133.224192	424.85931700000003	334.863748	207.811713	90.667208	892.0385630000001	824.9515299999999	846.449601	888.702594	854.1538099999999
Smp_000830	0	0.102366	0	0	0.289858	0.1559	0	0	0.061384	0.222064	0.06082	0.348569	0.031185	0	0.149975	0.11058	0.190156	0	0.118667	0.349294	0.371353	0.370686	0.261238
Smp_000850	50.588483	48.652559	55.726726	31.596495	33.349229	21.793327	32.077258	31.348644	30.805554	35.296302	23.581735	125.759422	131.683531	163.476332	62.222361	83.939275	71.03063	133.117552	137.549208	120.946119	125.294087	119.975205	111.410132
Smp_000870	9.017768	9.211849	10.302307	15.98733	18.185818	12.337674	11.843332	13.574679	15.086303	21.566383	13.182193	17.021548	3.771291	2.973335	7.523784	7.000449	6.926676	3.711308	17.733336	15.162674	14.178003	14.720025	15.985729
Smp_000880	1279.026918	851.750428	1175.240825	648.977442	599.689771	667.995098	614.515662	609.815196	618.673536	525.937868	984.901665	509.062374	669.647855	605.678348	1192.644432	1028.135642	1174.600623	406.958231	715.579489	744.250516	903.094783	1011.861583	1069.562732
Smp_000900	0.015072	0.03125	0.070119	0.31087	0.249391	0.119381	0.642345	0.266145	0.046924	0.037771	0.062093	11.1553	1.813532	2.144483	18.219527	16.839754	12.798483	2.873779	9.771765	8.735959	5.640356	5.368638	3.989399
Smp_000910	0.607077	0.60426	0.521819	4.58325	5.441984	90.524308	79.542439	74.10645	70.376857	75.228884	36.352005	5.432723	0.556569	0.462899	4.590817	3.62853	4.460555	0.664854	3.865474	3.843161	3.004899	2.448791	3.303344
Smp_000950	0.24706	0.081978	0.11467	3.486047	5.314106	0.026011	0	0.087431	0.061448	0.049399	0	0.418718	9.561852	8.791618	0.400351	1.180762	0.46394	9.21328	0.356375	0.349659	0.313044	0.214832	0.442564
Smp_000980	213.992283	159.281351	218.033506	550.77847	534.32131	535.332155	523.9711	499.25676	557.291138	530.951759	527.00805	195.870257	115.419266	120.24101	340.673149	314.352324	372.786085	124.642906	249.915849	249.123453	247.320798	242.516823	213.130917
Smp_000990	26.973652	25.662225	28.415649	43.494993	39.537934	54.152566	63.635029	60.06095	54.391982	63.368775	44.27269	43.645605	14.599931	11.561677	25.784672	25.098485	28.147734	14.754684	34.646623	33.012171	27.513517	28.186287	27.475067
Smp_001000	0.472031	0.407403	0.277444	4.054035	7.661058	2.002353	0.14087	1.032078	0.985995	0.199644	2.548173	21.37154	6.151191	6.001363	35.790473	25.246512	36.183317	3.855297	27.56206	31.362834	36.265772	37.707237	34.534914
Smp_001020	18.242527	15.667848	17.890772	30.352421	25.674448	12.040298	16.532634	8.944333	14.767117	15.836569	10.319765	16.2524	6.437904	5.80456	7.816577	9.231073	8.43048	8.769849	12.44885	13.0351	11.371016	12.198448	12.764037
Smp_001030	15.227545	14.774965	16.333888	28.523644	31.057645	27.540148	29.591397	28.986223	27.637689	36.721171	24.368008	26.674338	9.582315	8.311644	22.780049000000002	20.051708	22.310067	12.698209	20.361874	22.327791	25.065567	23.202866	26.137269
Smp_001040	45.052102	42.158403	51.66013	96.481802	102.955376	168.563636	182.413395	182.484936	190.932314	225.458835	130.970659	296.112624	47.375773	38.648721	161.057998	170.641775	172.509531	54.924897	248.372409	250.49081	237.266151	236.889052	222.551955
Smp_001070	0.554008	0.795277	0.974361	2.109635	3.133062	9.1466170000000009	11.852513	9.284348	8.666254	11.635858	6.989966	29.639946	2.17743	1.823316	16.091248	15.906406	16.40001	2.41053	19.294168	18.569639	18.788255	18.547517	15.454632
Smp_001080	44.16741	27.957401	46.340109	159.735465	180.500033	445.808482	380.944501	334.925242	304.550948	336.253191	456.481643	184.082264	63.917989	60.571756	414.960869	355.499755	211.270242	48.977745	266.371532	278.446231	368.755364	383.257957	279.688921
Smp_001090	16.225123	12.774068	16.435031	27.987963	28.791214	22.083751	23.688705	27.516571	23.955785	30.275434	25.486874	9.470284	7.572142	5.775409	11.097213	9.363082	8.600178	7.105032	11.013699	13.895438	12.695003	12.736534	9.985564
Smp_001095	19.825157	15.473328	18.765007	30.28753	29.367837	38.969884	46.062463	36.451495	36.35433	41.849617	41.900807	12.768629	10.156209	9.205814	15.269455	14.448254	13.313917	10.472595	14.298829	16.557661	13.26215	14.326257	12.268785
Smp_001100	0.397914	0.521416	0.572048	2.982324	7.326286	10.012855	19.837329	14.594478	11.792371	13.515116	17.690504	110.105742	22.754519	15.057648	108.366676	88.674616	89.361016	22.078694	85.971993	113.583527	71.530636	69.81926	58.701457
Smp_001120	42.104982	32.116721	43.131612	55.905024	55.803702	52.695761	40.55656	44.738402	41.484998	72.03301	38.168212	29.369877	20.244017	15.30761	29.208093	31.132646	38.592777	25.515286	33.937408	27.524002	26.568662	28.836536	31.735526
Smp_001160	0.026715	0.027697	0.046568	0.247967	0	26.094721	24.464238	24.074631	21.988583	26.009453	14.842949	4.415309	0.844901	0.764276	4.26135	4.014034	5.532272	0.836498	3.938724	3.366009	2.512456	2.245644	2.077591
Smp_001170	207.71788	169.821151	217.335859	146.212658	145.203213	116.44777	131.321835	148.558481	140.158996	148.455627	90.013022	84.681217	60.986683	54.731621	60.694775	63.764879	64.457322	64.103102	60.093031	72.290989	60.964359	58.378941	52.449082
Smp_001180	21.225789	21.145501	24.498231	59.631516	59.376372	27.059108	41.375222	49.857567	50.404613	60.030314	29.886607	21.893701	7.459962	6.347969	15.683003	15.36643	18.10681	10.13227	17.375814	16.67312	16.760569	15.938325	12.967925
Smp_001210	27.61389	22.628044	26.02457	30.384075	37.071472	17.482084	21.016329	22.669128	23.621124	31.244865	16.042315	6.662519	5.186745	4.455477	3.596969	5.42893	4.016285	8.425729	5.437917	4.101496	6.027713	5.319424	5.566895
Smp_001360	61.635208	45.324442	57.851618	64.733574	63.924374	53.654629	59.975212	57.929339	49.119623	54.305254	44.04195	41.563638	22.055119	18.855654	43.81524	40.226285	49.708819	28.583975	40.387644	38.239494	37.153315	38.102295	44.584209
Smp_001390	12.676848	10.256836	12.833248	20.564612	21.189689	35.080931	37.71227	51.283297	39.062995	53.601967	23.148142	16.197004	4.063228	3.282575	6.124684	6.965865	6.895938	7.081952	10.578099	9.740212	10.780498	9.834652	9.391723
Smp_001410	17.822298	12.637169	16.940089	33.53776	36.22109	21.492507	23.50739	22.779417	22.858014	20.657834	25.255051	41.251247	33.414157	29.720662	21.072138	22.536091	23.889495	32.080405	40.163551	45.214359	40.170508	39.617949	41.956397
Smp_001420	3.149469	3.438016	4.297818	10.417667	12.111794	12.282847	14.031234	11.580147	14.021855	12.823365	11.514519	30.581272	12.896403	13.590759	12.031767	13.061704	12.711238	13.93794	27.354159	25.913698	22.425993	24.772331	24.27709
Smp_001500	439.569067	338.48939	448.505054	474.763057	479.285319	378.103627	387.242873	420.051833	388.486469	378.669332	376.403445	246.833788	152.882215	158.039312	199.94738	205.482793	206.844509	153.628506	220.244826	247.731475	181.597767	189.274193	198.971123
Smp_001530	38.291389	34.743843	38.884334	62.691927	59.893465	49.581473	63.906247	62.577132	57.057103	68.556648	58.92427	45.757411	21.333992	18.148164	43.066177	45.239741	36.954196	15.754483	52.121341	55.191773	49.98395	50.518263	42.29116
Smp_001560	1.466747	0.989815	1.336385	7.923693	4.48624	298.096553	316.433341	313.647046	258.886863	370.818892	216.524471	13.782187	2.011416	1.49627	9.495682	9.084313	12.390047	2.132675	12.690707	11.430483	9.270292	9.68345	8.934426
Smp_001590	51.82084	35.468075	47.259861	57.554956	67.279964	76.782796	71.579458	93.310633	65.367791	73.410356	55.992268	40.933184	20.522518	18.346629	36.571751	33.532445	43.924298	24.816994	36.58645	33.546847	33.537095	32.898902	34.901205
Smp_001610	3.011638	2.249193	2.474471	11.188661	8.467142	337.523005	324.809011	321.763396	256.886702	305.364889	173.00631	24.409706	3.190092	3.869938	25.212815	24.776733	29.617841	5.292036	18.214721	18.153055	16.120725	15.760334	15.712818
Smp_001640	427.992737	313.706964	432.070136	236.920587	283.563353	188.490582	159.67965	209.150382	188.299532	186.38666	129.137913	335.341818	146.666948	169.964792	345.240485	346.916411	469.537818	268.374639	346.298704	355.148131	287.244376	282.643523	346.531437
Smp_001780	0.392684	0.81414	0.576584	2.148002	3.675264	1.985819	1.941716	2.861885	2.180527	2.098727	0.809848	26.083065	4.109068	3.554462	14.645531	14.659428	13.436568	7.902305	25.000669	17.028043	11.781829	13.046379	15.250466
Smp_001830	2848.404144	1899.4966	2739.167336	1945.494948	1846.06861	1686.546744	1476.085768	1391.322778	1688.895113	1326.012305	1475.352075	804.072356	1041.823435	956.686889	1186.234399	1183.442074	1106.887841	871.033615	739.24367	900.149184	758.00889	727.570075	769.903851
Smp_001890	0	0	0.069491	0.12073	0	0	0	0	0.184492	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_001900	0.111254	0	0.095204	0.069859	0.212651	1.256594	1.095623	1.179175	1.096307	1.579743	0.891387	0.34203	0.663534	0.59328	1.028842	1.213985	1.138749	0.653138	0.415944	0.30058	0.229813	0.192667	0.175883
Smp_001940	27.755969	21.638313	24.935832	51.609501	53.394719	50.445662	56.547291	45.350655	46.684759	53.64211	37.614215	67.246547	27.037173	28.124779	57.494539	56.054464	64.078888	38.042603	88.251785	59.788832	59.187136	54.600697	67.307934
Smp_001950	11.884685	11.049575	12.353904	49.218928	58.277751	115.619424	95.702085	119.184156	110.600708	111.685331	70.984765	127.760428	16.285182	12.77467	74.965187	63.360266	66.551161	24.906594	93.496056	89.667835	83.222632	82.399405	96.507223
Smp_001960	26.583255	21.665738	26.88352	32.623092	35.948752	38.247861	38.68838	40.483424	37.700551	38.096534	30.424809	25.210883	14.607494	12.176487	24.502055	23.88385	27.885452	15.204692	23.369728	24.757161	23.027767	23.252729	22.010191
Smp_001980	0.008028	0	0	0.099375	0	0.105536	0.398221	0	0.074842	0.040093	0.032939	1.58327	0.038017	0.06944	1.016378	0.830655	1.027342	0.33416	0.771524	0.835185	0.508608	0.697803	0.472597
Smp_002010	199.256288	141.991818	194.713291	122.401295	136.043366	97.748217	111.824635	80.37507	97.470472	125.165223	70.374045	33.027455	27.870931	28.820594	31.200067	32.290838	35.825627	54.009688	27.61052	27.28847	21.386688	20.952066	25.337184
Smp_002060	0	0	0	0.192451	0	0	0	0	0	0	0	1.110183	0	0.246433	0.157658	0.179783	0.321556	0.12421	1.143417	0.097839	0.832626	1.303095	0.804843
Smp_002070	0	0	0	0.141981	0	0	0	0	0	0	0	0	0.555357	0	0	0	0	0	0	0	0	0	0
Smp_002080	405.38165	370.666793	426.181718	441.078351	473.985799	123.090024	132.466222	123.006629	159.456137	165.681809	183.269962	100.28924	196.490903	184.72328	121.970697	131.646021	109.554253	177.871444	107.890408	120.903889	126.0171	126.503476	116.016934
Smp_002100	67.365491	50.571773	69.93307	37.930336	52.247648	44.440626	30.084321	40.338891	43.28547	48.741706	35.725036	224.370991	40.080217	41.362867	165.037941	152.159962	176.560924	45.897176	308.873793	287.717878	242.536329	237.764197	253.382856
Smp_002160	20.392583	15.559108	19.042535	33.305117	35.284295	33.995401	41.9949	44.207601	32.388161	47.144426	29.383693	17.401538	12.127791	10.461799	13.976243	14.336428	14.482823	15.815002	14.917549	16.337495	12.375082	12.794166	12.914725
Smp_002180	1119.077905	848.355261	1126.832287	695.490816	715.494692	600.898253	516.678393	538.16119	622.37412200000006	590.914935	783.732426	373.828903	354.548822	351.287345	589.889648	560.675491	544.962434	326.258623	429.476799	542.917245	497.997013	527.393013	485.274964
Smp_002230	44.600513	36.718678	47.336559	49.224815	48.422928	30.818953	31.937064	30.022296	36.892214	44.676971	35.158512	17.660061	15.860322	12.933597	14.147381	16.561462	11.784406	19.018739	20.285867	21.142106	16.196031	15.662565	15.843012
Smp_002280	59.992314	56.94496	65.238274	70.899031	79.706689	102.111727	145.992074	145.763822	104.577026	143.743388	122.730902	60.84539	28.786522	25.858462	60.145882	60.077051	59.154816	23.877607	70.045803	65.804433	66.882406	69.532853	60.553588
Smp_002380	52.506172	39.300902	51.44689	79.415513	79.716558	111.29779	113.670211	114.231299	90.008445	112.062544	98.820896	100.371264	35.201769	33.300935	95.018033	83.258913	88.268519	44.657482	87.156395	99.227816	97.23957	99.397452	105.458658
Smp_002410	1073.76444	789.39406	1111.929269	843.886428	836.868073	677.170693	714.13647	604.631469	642.410162	652.16241	964.547794	440.699116	500.804011	478.762313	681.51353	700.357227	553.044952	422.349073	527.792379	638.194241	516.775605	514.561208	556.3496
Smp_002510	115.30127	86.49932	112.092857	114.57733	109.738495	164.051152	172.649974	192.569107	148.181514	185.238596	170.868715	63.31258	95.574347	86.147716	110.481747	104.010438	95.969738	81.590741	64.660164	79.460733	81.124789	88.510495	81.736002
Smp_002550	385.601375	283.919942	399.324891	398.93010399999997	390.551134	375.42214	315.039679	270.444264	340.818648	263.527686	394.034663	246.226412	208.515513	190.262328	278.733394	267.841602	274.587754	182.712135	314.981601	239.452439	255.284136	271.73574	264.525812
Smp_002600	127.851748	105.05277	127.917841	243.24980300000001	253.440185	266.108764	269.074146	315.589957	272.803341	314.130104	208.707404	453.17876	330.062237	385.176458	388.097036	477.275073	490.389952	397.12725	514.9831790000001	496.862819	471.68767199999996	444.56937500000004	364.648795
Smp_002630	0	0	0	0.070045	0	0	0	0	0	0.343965	0	0	0	0	0	0	0	0	0	0	0	0	0
