	PRJEB32839__f_26d_juveniles_r1	PRJEB32839__f_26d_juveniles_r2	PRJEB32839__f_26d_juveniles_r3	PRJEB32839__f_26d_juveniles_r4	PRJEB32839__f_26d_juveniles_r5	PRJEB32839__f_2d_somules_r1	PRJEB32839__f_2d_somules_r2	PRJEB32839__f_2d_somules_r3	PRJEB32839__f_2d_somules_r4	PRJEB32839__f_2d_somules_r5	PRJEB32839__f_32d_sporocysts_r1	PRJEB32839__f_32d_sporocysts_r2	PRJEB32839__f_32d_sporocysts_r3	PRJEB32839__f_32d_sporocysts_r4	PRJEB32839__f_32d_sporocysts_r5	PRJEB32839__f_cercariae_r1	PRJEB32839__f_cercariae_r2	PRJEB32839__f_cercariae_r3	PRJEB32839__f_cercariae_r4	PRJEB32839__f_cercariae_r5	PRJEB32839__m_26d_juveniles_r1	PRJEB32839__m_26d_juveniles_r2	PRJEB32839__m_26d_juveniles_r3	PRJEB32839__m_26d_juveniles_r4	PRJEB32839__m_26d_juveniles_r5	PRJEB32839__m_2d_somules_r1	PRJEB32839__m_2d_somules_r2	PRJEB32839__m_2d_somules_r3	PRJEB32839__m_2d_somules_r4	PRJEB32839__m_2d_somules_r5	PRJEB32839__m_32d_sporocysts_r1	PRJEB32839__m_32d_sporocysts_r2	PRJEB32839__m_32d_sporocysts_r3	PRJEB32839__m_32d_sporocysts_r4	PRJEB32839__m_32d_sporocysts_r5	PRJEB32839__m_cercariae_r1	PRJEB32839__m_cercariae_r2	PRJEB32839__m_cercariae_r3	PRJEB32839__m_cercariae_r4	PRJEB32839__m_cercariae_r5	PRJEB32839__x_1d_sporocysts_r1	PRJEB32839__x_1d_sporocysts_r2	PRJEB32839__x_1d_sporocysts_r3	PRJEB32839__x_1d_sporocysts_r4	PRJEB32839__x_1d_sporocysts_r5	PRJEB32839__x_2d_somules_r1	PRJEB32839__x_2d_somules_r2	PRJEB32839__x_2d_somules_r3	PRJEB32839__x_2d_somules_r4	PRJEB32839__x_2d_somules_r5	PRJEB32839__x_32d_sporocysts_r1	PRJEB32839__x_32d_sporocysts_r2	PRJEB32839__x_32d_sporocysts_r3	PRJEB32839__x_32d_sporocysts_r4	PRJEB32839__x_32d_sporocysts_r5	PRJEB32839__x_5d_sporocysts_r1	PRJEB32839__x_5d_sporocysts_r2	PRJEB32839__x_5d_sporocysts_r3	PRJEB32839__x_5d_sporocysts_r4	PRJEB32839__x_5d_sporocysts_r5	PRJEB32839__x_cercariae_r1	PRJEB32839__x_cercariae_r2	PRJEB32839__x_cercariae_r3	PRJEB32839__x_cercariae_r4	PRJEB32839__x_cercariae_r5	PRJEB32839__x_eggs_r1	PRJEB32839__x_eggs_r2	PRJEB32839__x_eggs_r3	PRJEB32839__x_eggs_r4	PRJEB32839__x_eggs_r5	PRJEB32839__x_miracidia_r1	PRJEB32839__x_miracidia_r2	PRJEB32839__x_miracidia_r3	PRJEB32839__x_miracidia_r4	PRJEB32839__x_miracidia_r5
Smp_060220	170.707730429865	168.159320912454	168.921362554086	84.0529029809192	121.662918131355	7.60000191398571	6.87441306746433	4.47549675490466	2.1559370692566	14.0961190534217	395.476011205111	693.816391115619	601.393304274443	959.443249675084	414.88236194543	9.70618211563742	14.5366347923265	6.75089440797853	8.44916156637543	22.8225893144637	26.0183151646896	32.5229364193629	57.103213052386	30.0329706118872	38.3334503295017	5.25361490420063	2.19523059725174	0.648959972666917	2.17894692563163	1.36528807280848	652.961490956941	544.9773972995	535.417124973157	766.993321886294	532.577510924928	2.21978964167202	13.3641510324999	2.47304542832831	10.7565176021231	16.5666962889224	18.4551293705913	15.2873394073049	31.0768758103402	18.1659550359254	13.7231622290337	8.30111794956629	10.1899476722058	8.5375067387298	0	1.1093731262912	257.872308436645	107.588757912239	243.746742078893	227.601328109815	231.520119346461	9.36701880249287	17.9000789108018	14.8494884491964	40.0154526012973	28.0644423462571	14.1472564294184	8.78886122963856	6.72638401023571	7.04380705611608	3.86427165388649	20.0777671111069	129.822553163181	3.55266961203704	106.452763171748	7.06084217199676	44.2087210329345	2.40910404878592	34.6196399425155	5.46242795304588	6.22028917071361
Smp_060240	2395.24284259404	2260.90647174441	2416.48583917192	2488.28310900117	2296.6453401491	1055.85740876444	1200.07610977734	1083.96531403791	1216.66715275047	1125.20197385255	884.793787780926	913.639406122548	798.725482239495	1110.61603061128	964.466789457558	1337.51189553484	1647.00072197059	1848.05734418412	2033.43155030769	1211.02364549873	1969.586457967	1847.65438793245	1862.19922565281	2155.0188708448	2143.33987494518	1654.8886948232	957.669348051072	983.823318563046	1054.61031200571	977.546260130868	936.271228768837	1019.09086058482	971.167858717544	970.877622640878	912.03898745894	2206.47090382199	1940.47472991898	1804.0866399655	1341.33774498475	1462.60261522201	2084.00999354062	2659.99705687105	2627.9383107119	2072.49852235949	2217.81549579218	1078.31522164866	1087.51338087852	1149.71757414895	1193.09754551471	1210.3260807837	1113.73422248385	1606.03508187835	1358.4422089031	1125.22004908223	1385.90515886562	1885.32542079266	2378.26957528517	2153.82145506606	1943.43705618838	2416.52762075112	1844.19592740632	2074.1712501947	1708.50153859987	1762.36052544024	2125.34940963757	1412.31240757865	1147.73471129837	1544.90375700582	1293.14761357681	1636.48595878663	1402.89008077845	1595.04588975526	1537.11201344769	1743.72838990009	1662.8906383041
Smp_060270	2499.71241720606	2711.67910162491	2522.69388149635	2554.89106985398	2438.4135710225	3579.0580442077	2730.12404679298	2832.09434650367	2800.56225296432	3057.19946764505	2423.1284415364	3100.42044082689	3307.66317350944	3327.81681767555	3425.02452047591	7990.12911759273	8079.46161757507	6347.52846710181	6211.54194488034	11676.6072580125	2607.0351795019	2583.37594963534	2429.53022199735	2313.1516548829	2331.67378308578	3080.52873928128	3988.1851875571	3327.86673983595	3553.86243570519	3294.44011968685	3143.38899572246	3082.58112961667	3029.39472874422	2669.91346226241	2942.49074786023	5214.28586828758	7947.66061902768	7652.83907796196	6259.21759267544	8009.99765569399	3307.72703334444	6289.9757991356	2280.91319749643	2683.82240052498	2941.3311044229	3403.87341521966	3100.90648990402	3563.76228260615	2541.25469983278	2643.63615995193	3042.20786464627	3865.39899803536	3370.8390916764	3672.30906927746	3434.21510363917	2341.75470062322	2591.44324231381	2516.66547717251	2681.63256984813	2709.11436010571	7759.77015153598	8892.86275418929	7766.73140381884	8683.6053387799	9285.84478428924	4048.84024664243	3406.38878299808	3676.50552422804	3380.6356075828	2921.01609238451	20008.8671395062	5051.01515246816	85129.6946186457	4715.28919635705	4482.75506236094
Smp_060290	428.102980218645	308.145352457376	420.786148637722	355.242457881621	377.876775382557	903.857370484729	649.141005370561	571.968485276815	504.489274206043	597.841284559827	583.159541946519	659.469045020787	714.154548825902	814.317379976332	528.032097021456	479.485396512489	524.772516002987	477.625779364481	371.763108920519	574.843968358055	515.162640260854	566.953891634839	407.124759725345	373.879838229616	427.779083387193	673.895511802462	894.556468380084	585.361895345559	640.610396135699	668.991155676153	644.866927019458	637.775406127588	537.734948024988	508.092622515393	513.937298042556	428.4194008427	388.896795045747	414.235109244992	418.428534722589	469.784173335871	603.340767884715	522.827007729827	529.601758601215	421.766086486268	456.676343066178	742.950056486183	574.502222208847	861.512043635461	452.975060902397	482.577309936672	536.305864057608	307.173700126247	359.675070628611	483.333157446686	347.280179019691	354.243620167003	369.392537522911	371.237211229911	373.875721319584	416.189708837047	558.816628962026	496.570659474579	430.488576655086	374.730535385375	560.319389813542	444.881050198737	313.899307648287	222.803137097751	317.330617835782	314.479047506625	1149.4267468563	182.87289824875	2485.69014787262	284.653189997613	251.403353983008
Smp_060420	20225.3096448883	20335.8324316014	20044.9978546965	20382.036020958	20243.4723270426	13807.5749058733	13522.952562712	14097.8147779497	14103.4216613869	12587.0051312319	12343.543637868	14874.6906821355	11550.510150221	12843.6394683396	16435.448026678	20513.0452831881	20658.0117033752	17906.747417163	18362.8444709226	20995.3557574745	20756.1109226311	20071.0467621549	21791.7493143897	20128.2194876403	20037.8389345575	12855.118069224	13159.3098152256	11906.4686185199	12905.9026405161	12876.7144586931	12757.0327654728	11012.5927931078	14676.4555641993	13313.9684651486	13964.1823364516	18850.4536370788	21228.9539151261	19407.2239988064	18933.6222832571	19579.4683426079	11676.4183902395	13392.4736877694	8193.28882041366	10342.7470084975	11476.3756129803	12421.3778438335	11908.5350537493	13294.4502661548	12328.6746369854	13454.4772756597	13263.71787115	13492.2539451391	12211.1172739036	10814.8990626563	13280.25129029	15189.0467618241	14836.7244972033	17069.164157385	16479.1995249999	15482.6154382149	22345.5915302663	22729.4599500503	21189.2306962442	23585.4835466991	21598.7023641229	9663.74632795119	8581.20617575133	12435.3586905902	8717.97438584629	9987.83282314219	10112.0081242665	14856.2876404858	9998.15201539849	13263.9889428738	13806.9685292606
Smp_060480	3336.80266824626	3320.04606890505	3469.46271593122	3390.66238817368	3497.29337543693	5667.42999871506	5822.62786814229	5506.65120723469	5535.00910247143	5078.74877660047	2537.0791566294	3237.80982520622	2471.35060975279	3295.56662440916	2977.81366279447	5163.68888551911	5930.94699526921	5248.82040220331	4682.24370136638	4630.13280717183	3544.99544118896	3270.75260584998	3723.86971785143	3670.15159232613	3668.90008660912	5213.49639038673	6039.07937303954	5390.91049294408	5035.54634513469	5517.81174625545	2431.06736922398	2282.83101717097	2992.30955991491	2852.76208119311	2818.66647657018	4062.2150442598	4046.66493264097	4662.92715511303	4192.89056130759	3841.10686813158	1780.21017159396	2096.65859971187	1268.97242892223	1553.58406763762	1894.55878550827	5215.17735181502	5126.94918914329	5409.93343677512	5233.26179711327	5423.72521443768	2612.13511104097	1835.24591395225	1982.67167032465	2015.16681517454	2112.62108903646	1500.42610272659	1962.49956058427	1643.77380833279	1553.43570471603	1581.16262410402	4400.8072678655	4428.1212495329	4384.48131067198	4381.2479889042	4154.09202792798	2968.33935868944	2891.61975378885	2136.16948529484	2724.68381927688	3387.57481744183	1786.03232973055	1665.12891662903	1869.46055689584	2084.21973230662	2304.61713774939
Smp_060490	1449.68205450987	1290.68881915004	1445.44088077718	1408.28260088785	1437.78762147606	1288.20032442058	1646.91295916253	1772.29671494224	1652.88508643006	1683.2424516733	1333.89366491215	1454.03765134792	1304.2717286452	1348.46120595091	1400.90148189366	1797.58492781605	1564.14190365433	1836.24327897016	2019.34961436373	1531.96630773338	1499.95586924436	1438.0411887048	1580.91302802439	1428.09839848362	1500.56013536209	1313.88132740508	1215.60894322815	1212.2572289418	1158.11029097321	1312.04183796894	1492.09795247599	1275.55081225518	1613.20484407496	1496.76966823802	1290.16902021564	1589.36938343717	1568.95133121549	1570.38384698848	1377.90990483197	1492.18600145223	2434.65745158185	1861.99793980974	3551.8279311568	2727.2627277848	2950.47987924225	1240.1870216652	1359.47957047464	1230.95324432959	1460.14464956494	1621.90351063773	1127.44172060673	1252.08366092069	1501.1232286566	1329.80551255173	1209.04951214263	1171.72889747547	1349.01503791407	1153.74068950931	1167.61507217218	1452.18561247015	1464.2410404448	1501.43046006325	1670.38536254187	1731.36777439333	1599.80846470901	1088.95468463135	2248.31993811459	1172.38097197222	2139.19362183227	1413.79785951597	1013.85333568863	1020.58407884931	657.773158907795	1034.82662888258	995.76462474507
Smp_060570	2274.32486687288	2192.23407891105	2426.60089082187	2520.00118559775	2326.03002800286	1607.40040480798	988.933422705226	949.700411390768	941.42585357538	902.15161941899	854.630363197485	877.002236954727	1131.3711536663	1070.3032890283	903.401853067322	335.833901201055	321.259628910416	335.856996796932	412.600723158	716.058739741299	2867.21833114879	2725.77367125525	2789.06897084571	2950.58613317602	2921.12002655826	1707.4248438652	1661.24075447026	1691.83864874265	1405.4207670324	1427.40868012126	901.194785039745	873.988519508176	820.509360348474	906.152447798153	1046.51480896748	350.726763384179	240.554718584998	570.036971229676	297.95553757881	347.900622067371	798.539251612123	861.44157560163	452.55700398808	747.963453000928	664.810970206524	1649.43213657882	1541.49311855059	1674.3861700927	1384.76845084108	1275.77909523488	1028.91907784854	675.158437333324	757.99291744046	746.736941663663	736.362601810271	1356.51463203374	1462.11099103231	2011.13723996726	1895.65741129131	1444.42310714034	439.575467628357	455.555973736266	347.529840528845	426.854707600634	416.053248068446	2674.5699241164	2082.32791740345	2407.69494850053	2150.85273398917	2628.80585480495	1889.18601214073	2353.25663674589	1599.42736534422	2433.20818486233	2324.83307755421
Smp_060620	23.5612232103719	32.5753658312084	8.0920413199562	9.51542297897198	23.7139586188235	27.1428639785204	31.4258883084084	25.957881178447	16.5288508643006	26.5338711593821	36.8664078242052	68.6946921896653	13.1554785310034	10.0781853957467	16.1642478680038	5.82370926938245	8.7219808753959	37.1299192438819	54.9195501814403	27.1018248109257	14.3100733405793	23.7329536033189	11.1034025379639	10.4196020490221	10.5555877718918	23.8800677463665	18.6594600766398	10.3833595626707	15.2526284794214	12.2875926552763	59.3601355415401	5.06170957244117	18.5425844146548	42.0713636477714	22.6345442143095	28.8572653417363	14.7005661357499	18.5478407124623	10.7565176021231	4.73334179683498	22.7140053791893	8.40803667401769	29.7820059849094	24.4845480918994	19.0599475403246	13.6968446167844	23.1909153919168	17.3337258028756	31.5862166080911	26.6249550309888	46.2628061647138	9.35554416628162	29.7252124486455	20.4585463469497	12.8622288525812	17.0309432772598	4.88183970294596	14.2038585166227	7.76419229577411	25.6759791678522	13.1367381130313	8.78886122963856	14.5738320221774	8.45256846733929	15.457086615546	16.3792310643241	14.8553170286227	8.12038768465608	25.8528139131388	15.7511094606082	8.8417442065869	21.2439175211122	34.6196399425155	21.8497118121835	22.2893695283904
Smp_060660	63.5708475298714	50.1836716859156	52.5982685797153	66.6079608528039	64.9556257819948	62.4285871505969	86.4211928481231	102.041326011826	60.3662379391847	75.4556961094927	164.223089398732	137.389384379331	212.367010571913	139.078958461304	129.31398294403	178.593750927729	199.151896654873	135.017888159571	167.575037733113	236.784364137561	55.9393776040826	77.3518487811874	62.3905475942736	64.9692833644906	73.8891144032424	55.4017571715702	62.5640720216746	89.5564762280346	44.6684119754484	68.947047676828	126.814835020563	123.168266262735	134.433737006247	158.576678364677	130.481490176607	137.626957783665	124.286604602249	102.631385275625	135.532121786751	99.4001777335345	23.4238180472889	26.7528439627836	64.7434912715422	24.4845480918994	38.1198950806493	63.0884964167038	63.599328574802	49.1553418290504	64.6081703347318	53.2499100619776	136.218262596102	85.7591548575816	35.6702549383746	76.7195488010612	99.682273607504	9.36701880249287	30.1046781681667	14.2038585166227	19.709103520042	20.8990528110425	143.493600926958	149.410640903856	139.011936211538	140.876141122322	97.8948818984578	206.589656327442	314.545190997358	202.502167886111	205.808675465379	262.337443774957	88.417442065869	113.665909210899	117.706775804553	147.485554732239	132.699502308557
Smp_060700	1207.40155168623	972.858898472574	1081.29902137915	1132.33533449767	1145.48730545708	979.857389624586	715.921018025928	724.135374943573	691.337153541615	701.489218776163	1152.91311741151	1236.50445941398	1353.1349346175	1866.47993529228	1205.13447993673	663.9028567096	699.212133510904	771.289686111547	647.769053422116	547.742143547129	1023.82070173054	1047.76595167245	990.317759695546	913.247473708406	996.669708567044	813.83270879617	983.46330756878	700.876770480271	725.589326235332	768.657184991172	1189.90089880996	1427.40209942841	1184.40757948607	1291.26723811237	1219.60250001809	621.541099668166	582.676985016995	520.57606266311	521.691103702971	633.084465326678	2766.13996758439	3223.33551403024	1533.77330822283	2487.94601578978	2496.09072988092	777.399695976883	678.158586460596	791.142291122295	642.492360550944	582.42089130288	1151.42984232177	1420.48345591376	1111.72294557934	1240.29937228382	1112.58279574827	1239.00112342065	1625.652621081	1461.06053741442	1324.69065477131	1790.75026800904	769.004438770527	645.981300378435	614.343072934862	591.67979271375	711.025984315115	1070.46200439744	1036.64277525823	749.105763909524	1059.45845251882	1038.48694098906	3303.86508519464	885.674252117297	4272.06356890642	1271.53184018123	918.529367542043
Smp_060750	72.4618751564269	89.8023598590069	85.9779390245346	63.4361531931466	74.750521733248	154.171467397996	201.322096975741	179.914969547167	159.539343124988	146.765474850332	90.4902737503219	64.1150460436876	50.7425600481562	68.5316606910774	64.6569914720151	126.180367503286	170.07862707022	114.765204935635	178.84058648828	233.931540473253	81.9576927687722	72.9568573731654	52.3446119646872	77.2276387162813	64.444641133655	94.0874669206839	86.7116085914438	92.1523161187022	82.7999831740019	95.5701650965933	67.4546994790228	33.7447304829412	60.263399347628	38.8351049056351	59.9149699790544	117.648851008617	168.388303009499	113.760089703102	129.078211225477	183.416994627355	158.288224986225	125.3561831399	274.512402991339	253.533546370959	183.73789428873	109.989812831753	194.311760783787	147.724737812567	135.677157702937	164.187222691098	87.3853005333482	81.0813827744408	68.3679886318846	76.7195488010612	64.3111442629058	183.082640230542	183.882628810964	145.266734829096	164.242529333683	169.580885666745	126.314789548378	165.523553158193	200.670456305365	202.861643216143	101.759153552344	142.657818947339	192.473238023024	150.734696396429	216.96086970242	225.403807798358	82.5229459281444	93.0790200667288	76.1632078735342	98.9306395940531	110.928490211059
Smp_060760	12.0028872958499	8.80415292735361	13.1495671449288	7.92951914914332	10.3104167907928	63.5143017097377	59.9055995879035	43.8598681980656	58.2103008699281	32.3381554754969	177.629055880262	123.650445941398	159.745096447899	159.235329252798	109.557679994248	7.76494569250994	20.3512887092571	32.066748437898	15.490129538355	42.7923549646195	16.9119048570482	15.8219690688792	14.8045367172853	14.0971086545593	16.666717534566	39.163311104041	45.5510348929736	33.0969586060128	39.2210446613693	43.006574293467	110.625707145597	128.229975835176	95.0307451251057	124.595961572246	130.481490176607	24.4176860583922	21.3826416519998	8.65565899914909	35.4965080870063	27.2167153318011	47.5574487626775	661.941796336302	80.2819291767123	67.1350512197243	52.605455211296	63.9186082116604	48.1387183135242	51.7424650832109	28.7147423709919	39.9374325464832	137.931699861461	35.8629193040796	121.873371039447	89.5061402679048	131.837845738957	14.4763017856708	49.6320369799506	15.4951183817702	13.736647907908	16.1221264542328	13.1367381130313	11.7184816395181	10.0895760153536	14.0876141122322	30.914173231092	75.5558078128497	910.049638840405	57.8577622531746	104.425091492286	37.4767776821367	126.731666961079	57.1614687939205	325.424615459646	58.2658981658227	44.5787390567809
Smp_060820	3169.65134886702	3489.96622040297	3142.74654763799	2854.6268936916	3156.01857966168	2181.74340659347	2232.22012890663	2050.67261309731	2295.35433306852	2159.19376559472	4038.54740256066	4091.91383143106	3809.45071176343	3561.63071885688	3936.89236962936	1882.99933043366	1604.84448107285	1913.87856466191	1623.64721433848	2011.24068333711	3815.58591890173	3686.51879304886	3526.12340598484	3335.49849122225	3450.56608690631	2158.2805229166	2011.38003473191	1942.33719819208	2180.03639909444	2098.44776790663	4252.3442551576	3860.39716724847	4707.49861827048	4278.33405710414	3674.78482538201	1516.11632526199	1870.98114454998	1915.37368424028	1641.44458608399	1623.5362363144	3078.45754154825	4224.65624520871	2640.8870089662	3237.4891170547	3557.34860892619	2218.47377202159	1944.52311786163	2274.85747738337	1986.34230351336	2037.91843299693	3649.62137521631	3107.59992056655	4018.84872305687	3902.46771568065	3707.53746675652	2946.35318696594	2813.56694879785	3004.76170619827	2881.11258729341	3043.49920508239	1469.29363202674	1816.3646541253	1863.20837083529	1675.0173179444	1919.25492143029	1816.50956126278	1830.43341126594	1913.36634819709	1699.69578530891	1290.50469235879	3769.53028007488	3143.88078366563	4770.58638407864	3068.0637002941	2949.97213921093
Smp_060860	3010.50195435167	3047.11732815709	3037.55001047856	3046.52125710086	3127.14941264746	1994.45764514168	3967.51839893656	4080.75794112207	3644.2522927334	3724.69216399826	3106.83273209439	3217.20141754932	2901.72269312419	2682.81295234777	3055.04284705271	3152.56795115903	4173.46784887694	4398.20770679801	5452.52559750094	3279.320802122	1545.48792078256	1894.24129685749	2262.4504504737	3370.43480397485	3305.01008710443	2096.19234677605	1726.54886473849	1970.89143698943	1915.2943476302	1987.17678997274	3270.20383074303	2574.72293584841	3541.63362319906	3265.38507081549	2553.70916488503	3826.91734224256	3828.82927081122	3276.78519253501	3518.45690765447	3408.00609372118	2458.08126962914	2144.81371884488	4352.70491818578	3034.50431513154	2567.75613263254	2352.53682690709	2035.88126940554	1722.24795029467	3681.22997196116	3664.25943613983	2397.09873423832	2204.78990852037	2930.90594743645	2214.6376420573	3022.62378035657	2220.83500335467	2512.52016711619	2101.52543052758	2061.09443174742	2470.26804226523	3515.59322271047	3927.1561594435	4152.42106231885	4240.37184778188	3235.68346485429	1444.5425074149	3504.5630520568	1949.90809277804	3408.00917525553	1606.07002327649	1240.79143699103	3019.04539204672	720.088510804323	2853.81513724686	2312.39249921278
Smp_060900	3338.13632239024	3546.31279913804	3369.32370459676	3393.83419583334	3435.43087469217	3897.17241003596	5047.7833095381	5239.01650129139	5428.64954038811	5217.2224167135	3421.87294441032	3443.89390177522	2939.30977464134	2852.12646699631	4173.96800502675	5885.82883492253	5682.37054032043	6593.93611299303	6470.64956624918	5749.8660954127	1944.86905856055	2024.33304253494	2794.35630538759	2943.23111996494	2868.3420876988	3218.55553085527	2806.60231858635	3680.90096496675	3793.54659752467	3148.35429589634	3270.20383074303	2719.82527692506	3625.07525306501	3116.51716867722	3558.94921675583	5917.95918469761	6515.02362834369	6051.54216311938	6258.14194091523	5636.22674458125	4386.64228885593	6117.99323080342	4770.94787179994	5205.73085399062	4486.71165099242	3935.97507578686	4083.70937401298	3154.73809612337	4876.4811231537	5514.69381079355	3254.67408555088	4287.95774287908	4001.01359558768	2971.60385689444	3733.26192446168	4267.9543852813	4549.06096319514	4687.91894041806	4401.69978614271	4379.84435339991	5776.12269646824	6182.96387505073	6342.98012165228	6553.5580850104	7069.04094550969	3551.65132949633	4169.82290159947	5014.84691950542	4023.40752997221	3673.26735455493	4857.06481748507	5891.57345603546	1772.5255650568	5077.63025057576	4759.0395730268
Smp_060910	2291.66237074467	2370.07796804359	2425.58938565687	2264.67066899533	2173.43585949913	6409.51589988781	3916.45133043539	4252.6170165104	4224.19936436342	4990.85532838502	4316.7212070524	4227.0133927374	6263.8871348335	6298.86587234167	5167.17123513854	6819.56355444685	5519.56023064637	4842.0790141226	3490.91192050745	6381.76653705691	2877.62565721467	3406.11834121706	2756.287496686	2368.92717173355	2273.3402717148	5777.54359055591	7838.07084748734	5795.21255591557	5858.09880956063	5980.64440293753	4862.13473844797	5804.09364306588	4890.6066393652	4610.0505781731	6052.74341166181	6488.44512260732	7624.24816404118	7682.5156231019	7587.64751653764	8562.61531047447	10887.8165159808	17565.1529789933	6515.13752665529	8744.93278946809	10408.2561528205	5781.31359597544	4363.05449123379	6037.31082590905	3848.49334627219	3755.22803249571	6148.66962674353	4953.76063604612	5166.24192357459	6669.48610910559	5141.67598381932	6545.84304861479	7403.30990951754	6748.7696851935	6194.63096090531	7612.62926537089	6617.88445401864	5031.62305396808	5876.6174969426	4422.10206982967	8896.841437798	4146.58727073597	1901.4805796637	2992.36286179577	1816.79382479783	2644.01382256002	27975.2786696409	3850.18628887787	112354.57946944	4443.98860802244	3711.95756262335
Smp_060940	4165.44644304123	4382.70732723663	3931.72057633372	4281.94034053739	4260.77973879513	3707.17236218632	4177.67902699904	3855.19290467487	4385.89464455767	3910.42926211393	3076.66930751095	3391.22797109648	2911.11946350348	2825.92318496737	2638.36445756639	3036.09376577139	2713.98971572736	2887.69508301282	3682.42624934529	4433.28797433458	3943.07566320871	3693.5507793017	3774.09939599937	3899.99575517221	3924.45642213913	3592.03979040845	3152.3511376535	3797.7137600468	3720.55187551601	3469.87963704274	3251.3165148889	3064.02152785106	3863.81102740369	3365.70909182171	2515.09729534297	2990.05664733221	2565.91699823998	2579.38638174643	2395.47646999282	2674.33811521176	6664.43114078775	5488.91921419282	7213.07236256251	7399.07246854561	7536.30325744436	3445.79406086497	3889.74899073513	3541.51302262037	4187.32730624989	4358.72701319812	3229.82924520317	3431.92545166431	4009.93115932228	4094.2665876833	3633.57965085418	4122.33982026073	4328.56453661208	4032.6045588557	4210.58120655442	4858.73122067009	2464.65417366796	2875.42243229675	2968.57747651736	2537.17930161301	2568.45255928322	2684.08044537955	3498.75010191517	3272.5162369164	3012.61319776047	2384.39208731275	2021.81217523954	4067.22466272758	1003.96955833295	4005.78049890031	3707.29234574531
Smp_060950	4136.10605187359	4314.91534969601	4334.29963200154	4118.59224606504	4148.91171661503	4533.94399897205	3267.31032506483	3686.91422669046	3720.42873584713	3481.74140619516	3180.5655477428	3285.89610973899	3249.40319715785	3628.1467424688	3004.75407590781	4039.71299652829	3711.20286248095	3534.09322257676	3579.62811695439	4263.54496630825	4602.63995263359	4313.2445678328	4178.58048845377	4459.58967698145	4380.01336808393	4692.91091351594	5393.13276979821	4421.36429377971	4300.15175773402	4385.30528986082	3410.5096056594	3138.25993491353	3657.52477579065	3682.86244855106	3291.32901751606	4057.77546497645	3716.57040213822	3746.66382391739	3715.30117977332	4127.4740468401	6095.16138097182	5944.48192853051	5385.36360396688	5796.51930472419	6539.84920003619	4247.26699889559	3997.97326256407	4237.96660264039	3450.07629587468	3637.63448110884	3317.21454573651	2830.05211030019	3156.81756204615	3168.51736548383	2993.68376543826	2980.41507352046	4357.85557482976	3742.0710891975	3302.17070794885	3933.2017390382	4428.09126240795	3862.70451042615	3809.37547779682	3637.42196377834	4289.34153581401	4260.18516360145	4002.5391141902	3939.91059974907	3615.84552240037	3689.01846401554	3271.44535643715	2835.95348433899	11002.1215737314	2978.23710728846	3613.46965075371
Smp_061040	2535.72107909361	2581.37763830008	2527.75140732132	2408.98791750974	2407.99784148966	3652.3437769497	2989.38762533735	3140.90362259209	3205.15977629481	2978.42703764064	995.393011253541	1341.83632077146	1103.18084252843	1513.74344644115	1490.70285893813	2337.24865344549	2728.52635051968	2345.93580677254	1844.73360865864	2608.90724100963	2471.73994064551	2478.77515412441	2568.0583869948	2434.50937286563	2508.89654620333	3659.3815814532	4209.90347787953	3595.23824857472	3617.0518965485	3374.99211598255	963.253108560446	943.165216998205	1165.86499507142	889.971154087472	1392.69019106869	2421.79049906417	2809.14454703148	2576.9133363181	2453.56166504428	2553.63789939247	2101.04549757501	2628.65801108608	1904.75351320877	1904.26598224418	2155.29886785991	3390.17657060287	2873.91662106799	3677.85441811463	2797.53377549389	2955.37000843976	1253.37935961067	1052.49871870668	787.718129889106	733.950350196819	903.571576893826	1499.57455556272	1690.74381712028	1614.0748314344	1604.79882298039	1559.66645549837	2611.17932954408	2060.98795835024	2307.14971551085	1931.41189478703	2935.55836640244	2309.99994236209	1541.7235542314	2059.5333265209	1934.39878220662	2013.96944413569	5508.40664070364	2559.12552818759	16035.8172213732	2212.28332098358	2093.12730594513
Smp_061050	375.645917221968	431.403493440327	545.201283932049	493.216091076715	400.559692322301	315.400079430407	261.227696563645	261.369010486432	234.997140548969	248.755042119207	278.17380449173	336.60399172936	389.026293702531	384.986682117523	386.145921291201	427.072013088047	244.215464511085	214.340897453318	305.578009983911	472.142316442968	561.995607557295	586.291853830136	456.825704419088	569.400606090677	511.668228311175	319.992907801311	378.677278025925	286.840307918777	223.342059877242	263.500598052036	491.070212207286	479.175172857764	396.347741863246	241.101276289151	439.376446513066	273.034125925659	330.094530502747	424.127290958306	286.123368216475	404.70072362939	114.279839564046	42.8045503404537	140.493376059246	103.466961291575	105.210910422592	300.915525671778	262.830374441723	278.115749822259	282.122343794995	290.655759088294	352.111358031433	240.125633601228	240.774220834029	317.10746837772	315.124606888238	216.292979621199	148.896110939852	230.489885928832	182.757141731298	160.027032953126	462.817388905258	285.637989963253	331.834944504962	435.307276067974	470.153051222857	403.140429099331	777.643552280942	122.820863730423	623.002123514658	238.982350436814	159.151395718564	151.773555073513	443.131391264199	215.462435925699	271.100936356935
