gene_id	PRJNA602528__pzq_0h	PRJNA602528__pzq_0p25h	PRJNA602528__pzq_12h	PRJNA602528__pzq_1h	PRJNA602528__pzq_24h	PRJNA602528__pzq_3h	PRJNA602528__pzq_48h	PRJNA602528__pzq_6h	PRJNA602528__pzq_96h	PRJNA602528__pzq_9h
Smp_000300	8.268262	6.193855	8.418987	8.615777	7.084222	7.81214	6.066418	9.217458	10.403313	7.506895
Smp_000310	164.05428	130.640267	165.759297	154.317022	171.179816	131.632616	171.721256	141.143378	159.226959	109.399219
Smp_000320	57.530768	60.424933	40.463318	55.246461	25.642794	45.621633	23.598954	51.232471	30.302799	42.348018
Smp_000340	5.963456	5.995825	5.864054	5.498467	6.741446	6.131146	6.756228	4.518061	5.3081	6.426332
Smp_000370	36.65643	32.254709	35.615004	35.074564	49.292198	37.128793	55.199551	35.595852	44.177509	34.615093
Smp_000390	1681.834247	2053.00551	1299.021284	1588.937792	1000.04051	1731.273111	627.478679	1590.448518	173.059084	2128.447973
Smp_000420	3289.749278	4694.605657	2277.034166	2881.533353	1450.299746	3023.000763	941.976415	2868.233079	246.850837	3476.22496
Smp_000430	6993.696221	7669.236329	5089.940037	6358.065885	3126.074251	6928.776919	2086.841184	6091.028342	455.289761	7837.128496
Smp_000470	50.808968	41.124222	66.359617	62.863164	67.030752	53.507272	58.538812	64.836776	58.172526	48.711798
Smp_000480	28.149461000000002	24.375763	27.304654	30.205983	26.294555	30.295301000000002	25.753458000000002	26.706196	24.209468	23.709559000000002
Smp_000500	1.660654	4.034702	3.817295	3.741679	4.347178	3.196177	1.860879	3.668787	0.33501	4.463156
Smp_000510	21.77104	24.554162	24.455401	24.522624	27.03606	20.023198	20.694018	22.155923	23.836752	19.282956
Smp_000560	1.137256	0	0	0	0	0	0	0	0	0
Smp_000580	2.177992	2.399846	1.772058	2.129934	1.523919	1.966685	2.060947	2.200426	3.5368	2.613975
Smp_000590	37.964267	38.937901	42.885642	39.125869	46.810262	37.434527	45.456017	36.755067	40.645628	37.607901
Smp_000600	36.598141	34.363418	42.456388	33.689393	47.441618	34.203937	40.802662	38.631311	44.039407	29.427012
Smp_000620	0.404393	0.299428	1.258465	0.354298	0.786842	0.344084	1.981339	0.498072	1.380005	0.500163
Smp_000630	6.102192	4.076046	11.640466	6.112282	10.726463	8.021195	10.260273	8.550118	9.024242	6.040662
Smp_000640	53.71755	50.992899	55.570188	62.018896	55.93889	57.780076	57.506821	56.39272	73.277757	52.274205
Smp_000650	35.21849	38.120619	32.638268	23.734486	32.646584	20.862851	40.618014	27.575096	48.403356	21.878549
Smp_000660	278.006374	269.704619	265.796765	275.274334	203.663562	264.11141	148.0118	284.217206	126.228463	304.356472
Smp_000670	37.515809	39.069337	39.677402	37.791012	37.163679	30.54416	34.236208	34.922056	43.325833	33.767772
Smp_000680	37.599206	28.307674	40.606534	37.600444	52.242369	35.474717	37.733089	40.346668	42.714898	35.129043
Smp_000690	0.710211	0.437589	0.877329	0.70372	0.775423	0.911031	0.669879	0.682291	0.686802	0.998072
Smp_000700	27.121642	23.913625	18.464888	23.648069	14.020749	18.989311	23.948385	20.970165	28.834185	18.901
Smp_000710	93.233062	86.38844	102.322387	83.272446	98.423451	76.084991	88.247079	87.849686	99.890604	81.682341
Smp_000720	36.295235	33.342314	44.265467	33.524282	48.70789	29.553655	42.397906	33.425096	45.863963	26.62167
Smp_000740	309.588895	274.825943	290.27291	294.809538	371.12965	260.114806	359.288638	299.017003	328.816136	251.426349
Smp_000755	73.95816	71.485715	61.614917	68.717272	40.776411	58.76081	64.748217	72.85691	111.714044	71.689917
Smp_000770	0	0	0	0	0	0	0	0	0	1.467705
Smp_000790	12.031263	9.692013	11.898496	11.583023	14.074349	9.790032	12.509783	10.034439	13.179272000000001	9.674351
Smp_000810	31.946877	30.37687	27.20458	30.068733	32.263019	32.47574	27.907834	31.353362	25.916075	30.1021
Smp_000820	708.807868	770.940148	670.841967	582.743609	703.435711	611.761074	646.725358	670.37361	818.736219	791.676388
Smp_000830	0.274415	0.226336	0.174063	0.247232	0.277403	0.279946	0.403223	0.157608	0.82936	0.14247
Smp_000850	176.648342	209.031037	144.664483	153.234733	167.150211	132.647435	194.236433	170.219855	214.196847	151.976441
Smp_000870	12.391912	10.883847	14.535898	11.568139	18.733877	10.843733	21.466366	14.223795	41.637085	11.601438
Smp_000880	499.986337	436.440678	512.138358	562.515198	511.990339	572.387345	369.385181	460.290867	294.294268	374.206733
Smp_000900	9.397947	9.182393	7.025613	7.118864	6.724334	5.183121	6.786404	6.416065	9.203145	9.000259
Smp_000910	3.652511	2.838781	3.361057	2.500471	2.53774	2.914188	3.668428	3.91982	5.083541	2.719794
Smp_000950	10.841401	13.994996	6.272728	12.856662	1.217606	12.550574	0.616082	7.809312	0.428497	7.028939
Smp_000980	214.245196	228.993004	176.202526	174.083886	214.818801	170.914951	231.392928	199.081433	301.933905	203.571203
Smp_000990	23.692454	23.849905	33.690958	21.036877	33.145493	20.316717	39.031927	23.991214	46.863522	23.371224
Smp_001000	27.172097	23.041648	48.460228	32.303722	42.984554	29.156127	23.701307	33.872551	16.978632	29.672631
Smp_001020	7.736119	6.364149	8.244189	7.943125	11.07938	8.617503	11.213801	8.831783	11.70605	8.283809
Smp_001030	29.489852	28.534803	35.214505	26.484573	31.701922	21.919901	27.580914	25.905815	24.147713	19.697668
Smp_001040	174.955692	149.396387	158.122836	163.293733	157.697401	133.764527	182.204249	138.706853	238.007601	138.376586
Smp_001070	7.691377	8.440955	6.006089	6.424422	7.724123	4.976751	8.832131	5.596209	11.17158	6.986295
Smp_001080	89.202636	71.739937	84.487884	73.478779	104.388813	72.127011	96.83319	92.232449	94.280596	79.778615
Smp_001090	8.058786	6.190285	10.173293	7.101499	9.721328	6.879634	7.923139	7.372119	10.22933	6.829224
Smp_001095	13.409379	10.935927	18.874467	14.036789	19.872138	12.035205	17.883912	15.126325	15.261296	12.57975
Smp_001100	97.314358	107.17322	50.364018	78.181012	26.254207	59.800515	19.917926	64.875458	18.977091	69.177092
Smp_001120	48.152207	61.782311	54.764021	38.344717	54.475561	43.08373	64.638931	47.816498	57.928576	48.974628
Smp_001160	4.03919	3.727131	3.398372	4.275271	2.672242	3.743474	4.028913	4.202827	5.51097	4.110614
Smp_001170	85.480952	82.384145	91.827196	86.763253	90.822739	88.415507	83.060093	81.802685	84.813853	81.855613
Smp_001180	17.021966	19.341175	23.05618	16.067712	16.909762	15.97496	17.597803	14.779166	31.243711	18.809788
Smp_001210	5.434431	6.102475	7.874324	5.718329	7.664868	5.708786	8.175717	6.141647	11.62652	7.165812
Smp_001360	46.544012	39.772174	47.174072	51.544097	51.973411	51.606999	48.628166	48.828989	40.59054	43.99865
Smp_001390	13.967935	12.567129	15.61383	12.911396	16.660706	11.26821	14.202895	12.538528	20.827959	12.004037
Smp_001410	60.343652	52.530154	59.105159	73.54668	53.81474	69.755069	42.424513	59.652825	36.884083	50.421599
Smp_001420	23.531696	22.958891	25.954803	20.76752	26.364852	17.884621	27.107898	20.799795	39.851713	19.037347
Smp_001500	222.751648	240.641778	233.339768	179.085169	371.459144	171.23117	408.854731	192.49949	470.122999	202.50568
Smp_001530	33.873348	30.527592	42.209231	35.176356	41.017372	27.976843	39.525028	33.28155	40.790807	30.251830000000002
Smp_001560	10.024137	10.580163	9.292733	9.617798	11.962963	9.280624	14.993137	10.630899	19.023365	9.258823
Smp_001590	37.326776	29.109686	43.341965	39.054982	45.006101	39.926921	39.768515	41.236304	35.237015	33.313926
Smp_001610	18.299245	19.009537	19.369864	16.910971	22.339878	17.176516	20.780232	18.371227	28.41336	17.913622
Smp_001640	172.576928	139.695614	238.093284	204.474805	273.759079	207.313172	251.489556	209.466188	146.408845	181.213577
Smp_001780	15.625846	12.935875	12.595808	12.485374	11.848924	10.512181	38.033276	13.53226	61.536104	11.754755
Smp_001830	1135.362298	1130.797887	1063.510844	1143.473364	1202.989279	1237.534197	1281.517043	1083.384153	1024.618116	1211.953367
Smp_001890	0	0	0	0	0	0	0	0	0	0
Smp_001900	0.775036	1.137224	0.594671	0.771231	0.327131	0.644785	0.572333	0.881438	0.981553	0.962548
Smp_001940	55.581201	61.970638	64.888406	58.022634	70.927541	63.508823	76.858282	61.75111	98.282955	53.487747
Smp_001950	50.511357	41.68906	56.171654	48.234821	47.177173	42.791058	40.692251	47.695508	52.12594	39.890586
Smp_001960	16.944871	16.399457	21.683984	18.314915	24.433774	17.24563	20.624602	17.850954	22.601298	14.880501
Smp_001980	1.491729	0.92274	0.851525	0.82315	0.748102	0.994491	0.882505	0.752654	1.832437	0.896107
Smp_002010	53.173502	46.819428	57.440476	54.746038	65.022607	51.631562	64.234219	49.775215	50.616738	47.392913
Smp_002060	0.903894	1.095776	2.055158	1.481419	2.593154	2.069862	1.33544	1.924872	0	2.929066
Smp_002070	0	0.112309	0.28085	0.132823	0	0.258415	0	0.145425	0	0.262715
Smp_002080	202.686896	225.643031	198.355675	176.167759	330.141909	174.168483	338.772564	180.924863	385.180436	160.728305
Smp_002100	269.379928	239.200082	175.7565	270.589181	95.355534	198.71553	88.976175	206.045833	85.347594	193.747897
Smp_002160	14.068505	11.57191	25.193098	14.870884	25.820962	11.872557	20.873059	16.285769	22.498264	12.702705
Smp_002180	352.408359	284.549234	373.088251	391.70074	427.017085	403.515101	421.237271	371.176486	345.478916	362.330964
Smp_002230	20.725869	18.303707	36.016139	19.637176	35.388495	19.360823	32.014826	23.513877	36.743792	19.753256
Smp_002280	58.549992	61.731466	53.402836	46.578113	67.135493	41.991395	73.516306	50.703945	92.36046	41.629484
Smp_002380	107.05011	88.268393	94.510962	101.375377	100.572077	95.788029	101.777251	91.679783	95.46857	83.19232
Smp_002410	577.589168	510.327635	490.688925	545.983707	631.369084	547.187453	676.448347	527.963485	518.976157	532.552599
Smp_002510	78.516755	78.455244	73.124209	78.258625	68.956351	75.179468	52.017166	69.658299	46.163809	61.080131
Smp_002550	176.884859	160.77702	198.92658	198.183593	213.295085	193.199615	196.233694	194.08633	185.396276	189.578356
Smp_002600	262.16969600000004	323.567417	764.805641	484.36481399999997	770.737155	605.337751	574.84307	759.771726	424.20430000000005	549.707369
Smp_002630	0	0	0	0	0	0	0.070627	0	0.445006	0
Smp_002640	7.002317	7.998736	6.459533	7.726004	4.060963	6.076854	5.181058	5.686355	8.188216	9.95143
Smp_002740	100.440139	87.032985	115.724657	96.735042000000007	141.823764	93.468326	127.168823	102.537195	78.566224	87.939787
Smp_002820	34.42203	32.530154	38.73924	25.272522	62.126091	23.949554	52.542914	29.430571	82.769613	22.792325
Smp_002840	67.694624	63.674703	50.145006	58.903332	46.653751	55.433833	57.653997	59.548923	72.089176	52.039164
Smp_002860	0	0	0	0	0	0	0.214401	0	0	0
Smp_002870	48.446717	56.566807	63.584919	44.804485	73.88476	39.521078	69.162802	54.987369	80.773564	44.317517
Smp_002880	390.063861	378.469962	358.776472	405.908975	388.150474	383.649214	276.456677	376.411348	259.186886	324.698822
Smp_002920	39.056529	35.905623	24.909189	34.393301	46.834009	23.550039	72.802871	27.900295	78.548827	26.812883
Smp_002950	15.383137	15.214684	12.606361	10.946693	19.410875	13.63134	17.476504	13.557693	15.55967	14.25253
Smp_003000	18.398645	17.125516	15.838237	16.255503	17.212354	15.363378	19.518851	16.581629	20.352717	14.359645
Smp_003130	30.2437	26.795916	36.993068	29.087286	33.892707	24.143732	42.059057	28.126487	41.922132	23.000255
Smp_003140	78.699362	87.98528999999999	64.244237	66.783034	70.802224	57.491579	88.64537700000001	70.450566	115.687374	63.327732999999995
Smp_003190	10.887835	11.129288	7.001086	5.970242	7.209496	8.901364	9.773491	7.962804	11.784617	9.862717
Smp_003230	121.834208	130.174643	100.415303	125.327443	82.97432	114.820158	146.565247	133.637072	159.96384	140.971017
Smp_003250	9.043932	9.320361	9.926152	8.323442	10.511044	8.719909	12.403016	8.610724	16.232101	9.806042
Smp_003270	21.308141	21.623242	26.641783	16.022336	26.828595	13.213176	36.632424	15.062686	47.181023	14.046136
Smp_003280	0.799923	0.798926	1.150025	0.722036	0.81182	0.826293	0.581999	0.844145	0.612732	0.904382
Smp_003300	0	0	0	0	0	0	0	0	0.061329	0
Smp_003330	41.331123	33.592377	44.643237	41.169908	55.607052	46.21024	43.504152	44.064126	36.654585	39.932205
Smp_003340	41.1571	39.057162	48.21157	42.615953	51.61039	40.276177	45.204616	40.879617	55.776777	33.877333
Smp_003410	1191.777915	1175.88359	930.889859	1059.324452	1182.342754	1153.503492	1188.312274	1181.963046	1132.354089	976.318276
Smp_003440	30.346795	27.165185	17.320032	24.604923	14.1278	20.721813	10.910985	24.233926	13.833832	21.690474
Smp_003600	1.512675	1.154673	0.969732	1.501359	2.78572	0.741047	4.143074	0.685652	1.320102	0.721569
Smp_003610	43.738368	43.851538	51.766972	45.820882	73.621117	39.107657	82.747766	41.248005	87.251367	38.158352
Smp_003620	48.004311	48.812931	47.30035	43.332021	64.511867	40.599365	69.927841	47.312257	98.550563	42.80107
Smp_003630	34.578784	34.522785	40.050489	32.056993	48.593589	30.806778	46.738394	33.911457	54.837017	30.333599
Smp_003660	226.886943	167.23555	273.869638	227.818988	401.216192	225.844165	298.198552	240.368262	241.968835	161.372461
Smp_003670	49.78415	47.763783000000004	44.949844999999996	43.731813	44.780682	38.012715	49.026627000000005	42.634676999999996	68.394683	38.947412
Smp_003700	83.137096	71.559044	81.430456	82.143511	102.166062	78.275507	104.847828	81.240938	86.769727	72.618062
Smp_003710	71.635361	59.799082	60.991376	63.657441	60.746905	56.203963	61.950928	58.722424	86.670742	52.525818
Smp_003770	1699.528812	2178.799423	872.926985	1206.068955	1522.235047	1238.394314	2080.02974	1297.536347	2418.897236	1614.814013
Smp_003860	34.557878	33.228198	33.178748	31.72064	39.182385	28.900318	53.445121	31.900024	47.934344	38.057713
Smp_003900	3.31581	4.057536	2.455336	2.394984	1.78981	2.522805	2.179539	2.223126	3.140346	3.031788
Smp_003930	5.748392	6.09208	3.881904	4.647897	5.772216	4.92567	6.302204	4.976011	8.806796	4.216854
Smp_003940	17.062195	14.79794	17.775483	13.837183	21.616201	12.855476	24.548906	15.810945	24.372537	13.039627
Smp_003970	351.439108	321.613173	344.194535	393.538411	384.949749	446.274665	324.114456	353.384734	270.72524	335.1937
Smp_003980	12.566999	11.999752	12.472508	15.333921	13.408832	12.762886	13.870804	14.009687	14.470657	12.782884
Smp_003990	709.410706	719.403426	729.962093	705.211309	792.716297	639.981497	803.346657	746.228702	805.433302	691.156566
Smp_004000	46.73829	58.356916	73.514773	51.600005	83.18879	55.748493	66.042877	55.592384	71.205412	56.809122
Smp_004060	9.105806	8.699779	10.61547	7.179554	9.66271	7.559466	8.072433	8.591367	4.424392	8.391111
Smp_004070	3.147182	2.318092	2.714268	2.639249	2.119035	2.362641	2.145532	1.12019	1.391246	1.390285
Smp_004080	33.209771	47.141058	34.358471	33.051489	45.125032	27.473256	58.28207	35.318249	59.469389	37.00757
Smp_004160	6.789673	6.14663	4.703464	5.268584	8.644308	5.055032	6.911037	5.896655	6.67448	5.328875
Smp_004170	6.69726	5.583053	11.727194	7.816232	10.198267	9.151123	10.115544	6.808594	12.42247	7.963037
Smp_004190	63.194938	63.815295	44.892759	61.188736	39.083789	55.253993	36.511686	52.182985	49.305074	43.518826
Smp_004200	85.741659	75.454087	69.179127	92.785048	59.896771	82.946124	66.601289	75.59429	69.448646	66.827755
Smp_004220	132.238052	131.547942	100.797524	117.54131	142.78038	105.863844	130.809973	108.649388	141.294726	83.016879
Smp_004260	72.293421	79.494231	62.709556	66.82726	65.968378	64.776085	80.656883	64.72592	84.572657	65.45294
Smp_004310	667.125915	809.943534	709.219388	700.659084	783.581496	693.606799	862.476165	709.912223	971.525727	622.616191
Smp_004350	146.824192	117.423505	147.767548	147.733359	165.794018	147.62046	179.591185	152.962685	132.793035	139.968441
Smp_004360	203.787968	219.528373	158.065895	179.671629	175.393863	177.736762	212.676119	178.65195	230.824711	180.960416
Smp_004420	59.643356	85.319654	137.352544	108.323772	140.236319	128.029105	141.587946	133.10514	175.775034	121.77719
Smp_004440	11.287392	7.587881	7.132917	10.261186	7.465642	7.910754	7.539102	7.752995	4.898335	8.088523
Smp_004470	115.597649	94.662363	126.640343	120.529486	140.334669	113.848853	99.848556	123.039073	91.415949	104.234752
Smp_004480	73.0344	66.091276	66.280898	69.68746200000001	74.160334	59.624691	85.324535	66.227732	118.043588	53.060922
Smp_004550	49.833246	50.88074	42.181927	47.354132	39.320956	46.809145	47.325928	45.186582	65.52487	48.073502
Smp_004590	11.734642	10.413252	12.709603	11.769264	16.881198	9.413915	15.783196	11.561928	18.450944	10.220898
Smp_004600	247.088806	238.653037	225.68149	240.784338	264.498266	239.166035	211.75365	233.542333	200.252753	199.978238
Smp_004630	5.446621	4.852215	7.329503	5.0303249999999995	6.194958	4.187205	9.568775	5.245722	8.317701	4.539759
Smp_004640	22.375528	15.859972	22.077398	20.900574	27.29783	19.837627	19.813313	19.001736	16.707357	15.051068
Smp_004680	137.78423	112.59409	191.255489	140.177791	307.669788	126.181101	286.608948	138.521328	275.131454	123.437162
Smp_004690	36.283903	25.397136	27.375733	43.020527	30.577704	33.732483	30.308169	34.300067	41.980974	30.034286
Smp_004710	2.279541	1.879329	2.522832	2.405188	2.387111	2.536482	2.137351	2.37409	2.249132	2.562178
Smp_004730	1.527355	1.440609	1.736384	1.403068	1.530902	1.409243	1.359742	1.640134	2.449027	1.706246
Smp_004780	715.784913	712.148043	726.975178	509.049371	929.358351	487.769912	955.27835	694.758872	916.271937	491.602359
Smp_004810	169.663864	149.640994	180.099485	157.892952	180.079252	135.355053	161.910587	161.934835	144.33567	133.924266
Smp_004820	260.91275	249.625381	277.28821	287.835574	307.055489	310.988484	325.415912	272.236291	277.797288	254.140529
Smp_004910	75.335386	74.027803	88.169184	69.863655	103.544273	55.707658	116.073855	64.940607	130.516154	64.566321
Smp_004940	806.444604	869.539047	906.654706	906.041469	1041.954623	1004.294894	871.063546	861.760514	653.232919	797.752889
Smp_004990	268.131491	274.702745	231.327575	229.502844	287.385082	234.930902	244.856636	253.398847	220.415081	185.308722
Smp_005000	15.959907	17.035575	15.04652	13.266506	18.263107	12.48489	17.208427	13.213417	25.051313	13.303581
Smp_005010	13.539088	11.349617	15.054909	15.675468	16.329905	15.876748	14.094636	13.859906	12.598414	13.712965
Smp_005020	16.028085	15.344133	14.630845	15.437148	16.056883	12.889956	18.949905	14.327296	19.562613	12.686236
Smp_005070	45.171088999999995	38.054848	46.842207	45.598264	45.794695000000004	44.102963	43.293434	44.499055	40.227123000000006	35.645758
Smp_005080	53.271285	50.470643	68.760656	49.591386	80.780154	49.716627	67.147592	62.101663	74.701185	49.886874
Smp_005140	0.360539	0.247814	0.571752	0.315806	0.514552	0.54736	0.697751	0.36979	1.231925	0.579397
Smp_005160	60.255293	63.717377	57.638679	49.649833	91.769691	40.556386	112.06577200000001	47.780083000000005	143.597001	43.322386
Smp_005180	138.611462	135.2153	135.334429	141.228775	156.847662	131.01026	135.292136	131.21591	143.090976	113.851591
Smp_005190	67.945008	67.858993	61.3479	60.490212	74.109025	46.9139	82.13082200000001	55.653639	119.207355	52.40045
Smp_005210	44.125714	42.627539	50.73094	40.618995	54.427865	37.720755	50.474796	42.476044	50.746235	35.682555
Smp_005230	182.5722	176.572269	194.174256	158.143001	187.796318	145.487325	241.583864	176.111884	298.385968	174.11772
Smp_005260	177.96696	131.493056	157.61220500000002	174.148787	162.073384	174.186164	131.52235100000001	180.00636699999998	94.16108200000001	134.339584
Smp_005280	16.61303	15.526323	24.620373	18.517343	24.266148	17.725123	23.561566	20.773031	21.94989	17.810836
Smp_005290	203.840761	179.671218	203.856109	209.744176	191.912037	198.943823	160.443917	194.32873	131.29679	166.497189
Smp_005320	8.991582	9.300428	10.497001	9.427215	10.415105	8.629187	11.029257	8.120443	11.24318	9.967216
Smp_005330	20.640173	20.904332	25.554212	20.979549	28.762171	22.747903	24.479298	23.517784	30.074024	19.474088
Smp_005390	13.45711	11.746485	17.283107	14.866496	22.289679	13.750558	19.366171	15.207743	20.273629	10.879674
Smp_005470	16.853418	12.756274	13.03269	15.735332	12.505618	13.194959	11.021158	13.175712	13.882501	11.401441
Smp_005500	25.014969	25.895622	32.825097	24.149546	41.425829	22.229833	42.743121	24.856929	52.857736	24.155708
Smp_005520	57.667077	47.481931	51.054408	62.621814	57.505916	59.705463	64.712525	53.054277	93.110296	43.085332
Smp_005640	4.617642	5.332003	7.149629	4.140635	6.998855	3.588463	8.428867	4.660048	9.505249	4.626273
Smp_005670	130.158575	100.975159	130.975052	126.137051	116.09119	103.669148	116.683865	122.587464	100.66705	102.700636
Smp_005720	168.03361	185.691756	84.830351	119.810004	78.653927	98.565412	116.984761	123.18009	204.507414	126.100353
Smp_005780	50.003082	50.527932	42.215999	49.808117	35.523909	52.117476	56.570509	49.990816	54.974073	49.698567
Smp_005790	54.965291	58.950712	61.099811	50.424347	44.650211	44.207446	41.778893	44.775366	71.413776	40.569744
Smp_005880	13.271417	9.989485	13.767694	17.94678	9.133789	14.880363	4.806144	14.376876	6.093142	11.248112
Smp_005900	66.146864	57.799647	72.144602	63.58551	73.546381	57.003019	71.686782	64.836877	69.377344	54.906422
Smp_005910	66.159588	55.061072	80.591361	66.641005	110.596473	52.428944	108.274279	65.942053	84.757954	54.32235
Smp_005960	4.456995	5.189182	4.690177	3.72463	4.058862	3.726026	6.648139	3.449889	9.866965	4.63827
Smp_006000	109.822237	105.443744	117.662996	118.586889	136.452345	121.473257	107.479506	114.0332	99.757237	94.070621
Smp_006060	325.731654	312.815885	256.851025	275.190727	289.741667	242.655377	344.699295	310.699216	445.350631	263.451046
Smp_006190	83.549418	87.896448	69.627432	92.666546	72.360599	75.885724	95.163552	78.908306	124.1211	82.130272
Smp_006195	2.491695	1.392485	4.257686	3.699222	2.2676789999999998	4.125295	3.034723	1.548631	4.380635	2.417418
Smp_006250	36.772607	32.731346	34.619306	33.219269	40.1097	26.795054	37.94733	32.371387	45.672987	24.897181
Smp_006320	154.63760299999998	177.04879300000002	174.57866900000002	130.52549	227.56777499999998	125.966803	208.24352000000002	156.95683799999998	298.68528899999995	141.832316
Smp_006340	289.407715	329.543875	205.80709	244.984981	221.257289	226.623071	289.035156	247.366062	402.329491	222.471925
Smp_006350	21.68224	21.861196	22.100096	19.047356	22.876101	18.128942	20.156593	19.116309	38.595923	17.221085
Smp_006390	1077.050552	1147.658971	1310.307353	1245.2047009999999	1546.03554	1251.554895	1459.169499	1168.353895	1788.91724	1098.275638
Smp_006440	60.997081	56.758358	54.016667	46.888547	70.47646	42.351886	54.470154	47.247057	69.193449	37.06173
Smp_006550	303.50745	262.170571	278.709165	301.890955	326.590006	289.832052	320.973176	307.801243	301.383706	264.047475
Smp_006560	110.556645	126.242653	104.558529	97.904945	118.752744	102.306187	133.471663	104.994593	129.303929	115.77434
Smp_006590	18.07862	13.25097	20.425267	19.537929	17.677291	18.412902	16.321326	18.120313	15.301789	15.006161
Smp_006630	25.927138	26.21695	31.207256	24.946137	37.048531	26.097956	27.687206	27.201774	34.761581	22.950232
Smp_006680	73.073827	64.385947	66.93714	85.952817	52.184738	81.774153	51.592658	79.413571	52.804187	72.143778
Smp_006690	49.63166	45.698072	60.778599	53.02506	68.675543	50.71596	73.768948	58.053427	70.071184	56.352358
Smp_006700	13.395016	13.484832	20.665163	11.819128	22.700394	11.20491	20.484192	15.256149	26.252065	12.607883
Smp_006710	21.284261	22.794148	16.983079	22.351511	20.921938	21.200336	23.122048	20.352084	31.653748	20.063592
Smp_006720	14.719164	15.072507	14.542105	15.96782	16.668407	15.121049	15.469353	15.289862	20.118609	15.158931
Smp_006730	168.376506	169.486686	118.563913	155.696301	130.420925	122.389742	223.593698	130.348661	283.823495	129.959509
Smp_006750	103.074476	96.529492	114.641582	106.09149	113.772182	92.407806	79.989159	114.504432	88.522883	111.250316
Smp_006760	34.258603	35.749005	60.831598	49.636834	39.392181	50.579067	23.551548	61.798993	18.938108	50.155399
Smp_006780	34.138304	38.777309	28.035503	36.878948	29.591142	34.736742	34.301913	29.460872	34.220172	31.023258
Smp_006810	100.523496	101.217259	79.328557	82.928722	100.412056	62.188942	107.831606	84.560444	135.914436	69.376085
Smp_006830	133.676176	120.545698	164.444002	131.375359	183.393137	139.099508	163.059035	142.959314	156.906092	133.134151
Smp_006840	34.864498	33.720374	26.579728	31.64063	30.79335	28.022144	34.258916	30.121249	30.889848	27.313732
Smp_006850	189.229699	174.180025	154.335893	180.308272	179.528074	193.236955	193.72377	167.501173	163.337272	188.796467
Smp_006860	363.401175	333.05606	253.824873	264.638334	169.393447	209.643373	137.954709	254.091372	136.397921	237.297911
Smp_006920	27.853645	26.316545	25.958249	24.202241	23.621225	20.393736	27.105574	25.677313	40.13953	22.950452
Smp_006930	68.726745	67.254529	43.340214	52.378898	49.90344	44.830838	77.514213	52.450939	81.371651	46.153322
Smp_007000	3.115385	2.620742	3.518576	3.375916	2.539268	3.298344	1.597258	2.129691	1.25167	2.007931
Smp_007070	4.415171	4.497141	4.299855	3.925729	5.539605	3.133354	6.560211	4.036543	10.723692	4.13704
