gene_id	PRJEB32839__f_26d_juveniles_r1	PRJEB32839__f_26d_juveniles_r2	PRJEB32839__f_26d_juveniles_r3	PRJEB32839__f_26d_juveniles_r4	PRJEB32839__f_26d_juveniles_r5	PRJEB32839__f_2d_somules_r1	PRJEB32839__f_2d_somules_r2	PRJEB32839__f_2d_somules_r3	PRJEB32839__f_2d_somules_r4	PRJEB32839__f_2d_somules_r5	PRJEB32839__f_32d_sporocysts_r1	PRJEB32839__f_32d_sporocysts_r2	PRJEB32839__f_32d_sporocysts_r3	PRJEB32839__f_32d_sporocysts_r4	PRJEB32839__f_32d_sporocysts_r5	PRJEB32839__f_cercariae_r1	PRJEB32839__f_cercariae_r2	PRJEB32839__f_cercariae_r3	PRJEB32839__f_cercariae_r4	PRJEB32839__f_cercariae_r5	PRJEB32839__m_26d_juveniles_r1	PRJEB32839__m_26d_juveniles_r2	PRJEB32839__m_26d_juveniles_r3	PRJEB32839__m_26d_juveniles_r4	PRJEB32839__m_26d_juveniles_r5	PRJEB32839__m_2d_somules_r1	PRJEB32839__m_2d_somules_r2	PRJEB32839__m_2d_somules_r3	PRJEB32839__m_2d_somules_r4	PRJEB32839__m_2d_somules_r5	PRJEB32839__m_32d_sporocysts_r1	PRJEB32839__m_32d_sporocysts_r2	PRJEB32839__m_32d_sporocysts_r3	PRJEB32839__m_32d_sporocysts_r4	PRJEB32839__m_32d_sporocysts_r5	PRJEB32839__m_cercariae_r1	PRJEB32839__m_cercariae_r2	PRJEB32839__m_cercariae_r3	PRJEB32839__m_cercariae_r4	PRJEB32839__m_cercariae_r5	PRJEB32839__x_1d_sporocysts_r1	PRJEB32839__x_1d_sporocysts_r2	PRJEB32839__x_1d_sporocysts_r3	PRJEB32839__x_1d_sporocysts_r4	PRJEB32839__x_1d_sporocysts_r5	PRJEB32839__x_2d_somules_r1	PRJEB32839__x_2d_somules_r2	PRJEB32839__x_2d_somules_r3	PRJEB32839__x_2d_somules_r4	PRJEB32839__x_2d_somules_r5	PRJEB32839__x_32d_sporocysts_r1	PRJEB32839__x_32d_sporocysts_r2	PRJEB32839__x_32d_sporocysts_r3	PRJEB32839__x_32d_sporocysts_r4	PRJEB32839__x_32d_sporocysts_r5	PRJEB32839__x_5d_sporocysts_r1	PRJEB32839__x_5d_sporocysts_r2	PRJEB32839__x_5d_sporocysts_r3	PRJEB32839__x_5d_sporocysts_r4	PRJEB32839__x_5d_sporocysts_r5	PRJEB32839__x_cercariae_r1	PRJEB32839__x_cercariae_r2	PRJEB32839__x_cercariae_r3	PRJEB32839__x_cercariae_r4	PRJEB32839__x_cercariae_r5	PRJEB32839__x_eggs_r1	PRJEB32839__x_eggs_r2	PRJEB32839__x_eggs_r3	PRJEB32839__x_eggs_r4	PRJEB32839__x_eggs_r5	PRJEB32839__x_miracidia_r1	PRJEB32839__x_miracidia_r2	PRJEB32839__x_miracidia_r3	PRJEB32839__x_miracidia_r4	PRJEB32839__x_miracidia_r5
Smp_000200	15.819108	15.61489	13.962706	17.750359	17.364218	5.866286	6.885615	7.561622	6.883994	5.809852	9.50465	10.428544	9.081028	9.75667	8.804896	4.641565	6.323625	5.591214	8.475349	5.474542	10.985916	9.696337	10.629416	12.599568	13.443001	5.282527	4.850691	6.580842	4.64592	4.693718	10.779382	13.383264	10.016904	9.307629	7.373984	5.044804	4.396817	5.99841	4.295894	3.841806	8.623158	3.531209	12.806686	10.439365	9.735812	5.380701	6.0828430000000004	5.665625	6.362367	6.623872	10.29919	18.630202	14.696101	14.099727	12.48527	8.335913	12.54504	9.355894	9.698027	9.926736	4.142508	6.34199	6.288247	5.334167	4.020174	9.514699	10.917329	13.974347	12.211361	16.338672	1.839637	11.518398	0.596839	10.794892	11.035773
Smp_000230	18.752886	17.734201	16.100827	20.451621	20.17075	8.173677	15.166574	13.410958	13.156532	13.047008	13.567339	13.658707	9.286848	8.78287	9.595721	8.63255	11.731205	14.191392	19.470254	9.843432	14.878808	12.185715	14.617336	18.094469	16.841606	7.417513	5.546729	8.442995	8.316894	8.198901	11.89162	11.532226	11.086412	11.61574	9.273027	10.406578	9.378199	8.967891	8.077691	6.106663	4.185096	3.261604	5.266222	4.130401	3.079098	8.052674	12.173449	7.002048	15.403124	16.8818	10.465612	14.22569	11.521446	11.998311	11.995154	13.26801	11.877057	11.3471	12.199504	12.795576	6.401968	10.856535	9.755331	10.112066	5.432446	12.392703	31.061881	20.267331	25.753824	22.92797	2.405495	20.689931	0.402478	21.156556	14.596302
Smp_000240	597.848187	655.505696	574.16099	566.980913	590.121746	289.592957	660.45908	595.088718	630.716	580.263709	484.370439	484.665761	418.558735	313.932273	563.894752	151.249501	208.2651	209.989443	246.691315	157.093783	267.718337	305.006169	366.744428	459.766732	461.533096	311.125179	268.107117	297.321368	297.897342	327.385832	552.06508	455.407457	619.267118	486.449406	492.085367	152.715834	176.739674	168.939523	172.600906	159.468686	237.188466	266.566668	257.07671	273.659857	202.682957	368.783383	347.483286	287.12375	646.214648	656.310824	396.025624	433.364685	562.011904	395.479985	537.241136	472.226568	532.917445	585.838521	587.568958	492.158096	130.096168	172.107459	180.08572	172.769801	148.602308	237.374753	300.799151	363.359974	311.59928	272.925434	267.26208	538.203382	42.762028	434.242339	468.987297
Smp_000250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.145313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_000260	958.914048	927.550219	901.879532	1044.068245	985.844862	312.049783	436.138124	438.292271	369.965189	357.226291	344.153178	334.383692	295.0456	275.374552	248.702328	206.158404	177.079275	242.581742	343.790099	216.292052	892.487155	772.264064	798.09708	903.285448	908.53345	404.812979	342.139079	330.984569	343.644739	396.071386	370.722166	467.98862	344.954615	386.632288	300.965611	272.115638	304.207816	256.90285	295.246086	241.505009	197.654578	92.654376	181.957126	211.246903	208.020882	324.176439	332.097289	362.442684	389.464295	366.729403	300.809768	447.48743	368.8134	334.121841	321.18491	197.894764	203.083439	214.969473	248.347984	222.171577	162.409793	183.091198	249.57546	209.265898	204.899659	191.377699	293.292419	229.485551	258.588015	270.588371	39.240287	219.154564	15.854559	222.211521	212.452879
Smp_000270	2.972114	0.650009	5.957202	0.664443	0.429842	0.13369	0.480694	0	0.093125	0.052153	0.682275	0.359143	0.253104	0.350292	0.354275	0.109164	0.351844	0.060596	0.542611	0.201799	0.07554	0.094208	0.158151	0.077801	0.173187	0.124852	0.10053	0	0.058769	0.147572	1.135775	0.728664	0.705937	0.498562	0.383348	0.765681	0.418951	0.0738	0.318551	0.250454	0.076282	0.039994	0.290093	0.145959	0.199124	0.135555	0.046161	0.083567	0.050674	0	0.233039	0.362145	0.277764	0.210326	0.145036	0.398725	1.836491	1.716156	0.735896	0.87081	0.194787	0.1324	0	0	0.220977	0.460907	0.384153	0.559051	0.386757	0.68431	0.344246	0.199966	0.070245	0.400339	0.39143
Smp_000280	10.214413	4.820468	16.145273	4.100327	1.451025	0	0.155602	0.066555	0	0.236226	0	0	0	0	0	0	0	0.137288	0.136693	0	0.085597	0.240435	0.048684	0.220767	0.859609	0	0	0	0.099581	0	0	0	0.266758	0.202765	0	0.144132	0	0	0.108401	0	0.028792	0	0.119535	0.033059	0.028205	0.051153	0.052247	0.015761	0.229802	0	0	0	0	0	0	0.075325	0.105265	0.034821	0	0.169226	0.063075	0	0	0	0	0.203122	0.546076	0.137706	0.40559	0.217646	0.05566	0	0	0.233121	0.214
Smp_000300	20.761141	20.141471	20.556392	22.540566	20.829664	4.195153	4.867419	5.279954	4.456605	4.665739	2.808402	3.453918	2.541061	2.341858	3.297185	3.955565	3.445356	3.510036	5.65552	4.057489	21.170366	18.141924	22.196018	25.55076	25.828369	3.761458	3.550436	4.804492	3.741112	4.924645	3.223454	2.801036	2.374929	3.052359	3.318807	3.735501	2.966747	3.86019	4.062512	2.601794	0.467125	0.198602	1.151662	0.6759	0.504304	4.47764	5.312459	8.743987	4.232593	4.666903	2.218526	2.357322	2.223233	1.453169	1.845638	0.458986	1.312085	0.854197	0.955199	1.005884	4.067632	3.456672	3.553315	4.4121	3.592494	2.420564	7.084241	2.002623	5.152062	2.959796	0.293744	1.478	0.005874	1.991487	1.8533
Smp_000310	158.799169	155.337137	149.086337	159.070815	151.542504	185.638332	159.683964	149.505256	157.992818	153.56406	76.285322	86.385641	78.127629	95.147738	77.254808	98.225293	104.920732	123.008019	126.021981	103.274063	163.306781	155.834419	152.79431400000001	148.218394	153.211176	163.323662	145.994896	171.97205	183.130352	167.182619	77.131448	85.550555	75.296338	76.720136	78.247559	112.619394	122.9485	108.087073	104.383012	101.479145	98.332047	132.23655	76.031212	86.680235	82.778807	176.525361	192.293042	193.053474	178.987593	181.824115	86.149082	138.307104	81.424653	100.062682	101.928772	78.747199	99.357396	86.739992	92.922575	107.713102	103.725135	105.209011	114.176321	94.838009	98.984778	99.978857	103.268592	117.473385	103.922314	111.265352	199.745117	135.915471	178.722577	136.527604	126.392972
Smp_000320	152.326172	145.29779	157.491412	164.689746	161.197315	22.336758	18.288656	20.70406	17.62654	19.20192	78.128944	86.134009	90.985908	86.179556	73.832435	21.721783	33.494559	37.246264	35.537207	24.726003	118.636176	109.968348	124.587235	126.547601	142.924449	32.603209	32.354442	28.910318	24.670597	31.549997	73.249562	62.039638	78.001774	88.112139	78.365793	18.240277	12.841637	15.199437	13.134107	13.487274	7.664102	11.568729	3.086621	4.581223	6.453128	23.701637	25.810957	25.591728	22.154159	20.475363	70.295698	36.280666	34.786429	47.038617	48.715049	2.920989	7.61289	2.993968	4.698995	5.632692	31.026425	28.668438	17.926892	28.723238	11.549452	51.95809	85.313348	25.044402	53.502866	49.225772	31.58619	12.952678	6.984331	29.788404	53.553326
Smp_000340	2.613706	2.182316	2.155684	2.633049	2.706537	0.977149	1.434816	1.077854	1.256972	1.224829	8.94982	8.356853	8.165474	7.640497	6.971129	1.407206	1.17348	1.406194	1.989116	1.749305	2.063816	1.879222	1.987193	2.865649	2.766538	0.853168	0.527092	1.139697	0.775986	0.890881	8.056306	12.354087	6.858959	8.067391	7.239661	1.920614	2.73054	2.84483	2.101844	1.872592	26.567161	11.48392	40.600844	30.214512	24.293521	1.045388	1.336186	0.715316	1.335895	1.053668	7.399202	18.214751	11.70108	12.92758	7.439054	27.265502	28.176926	23.979165	28.321512	23.067990000000002	1.506915	1.878475	2.116884	2.24991	1.591784	35.13113	101.6221	47.167344	71.711971	65.874616	5.733121	37.790457	0.969145	40.852914	35.880818
Smp_000370	32.844421	26.628943	27.209209	31.30054	28.652334	37.387569	30.983637	29.352463	28.646131	33.063058	16.684265	29.254976	13.198854	24.127624	19.868217	28.235931	20.503216	25.786475	16.965335	26.918721	25.069711	27.643088	24.825114	24.364286	25.007013	36.798081	41.292336	36.269851	36.40111	42.209968	23.41812	17.987376	18.03405	10.964647	12.122651	26.112149	24.912867	27.985663	26.544391	22.791147	26.471976	32.836864	17.123398	24.068818	21.263558	39.847696	34.451381	42.005233	28.645977	33.304052	19.01357	19.210731	17.106773	14.616622	13.949017	17.392089	27.25751	20.842977	22.475114	23.991887	25.709205	20.828447	22.753223	23.611314	25.058468	28.115189	26.450208	26.227484	30.162284	33.417926	49.5816	23.847964	66.078996	26.126308	26.732132
Smp_000390	6.757331	1.701212	12.1479	1.250579	0.945446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094702	0	0	0	0.304719	0	0	0	0	0	0	0	0	0.104327	0	0	0	0	0	0	0	0.150209	0	0.073108	0.093614	0	0	0	0	0	0	0	0	0	0	0.041679	0	0	0	0	0	0	0	0	0	0.288952	0.529998	0.365638	0.223857	0.040935	0.246057	0.013218	0	0.424171	0.09807
Smp_000420	18.203534	8.337013	17.28758	7.577133	2.419175	0	0.164041	0.28106	0.334477	0.748086	0.812711	0.856783	0.603663	0.278626	0.422514	0	0	0	0	0	0.060144	0.037424	0.025126	0.24712	0.275222	0	0	0.028469	0.04695	0	0	0	1.310278	0.066081	0.407038	0	0	0	0	0	0.020267	0	0.209947	0.186105	0.178345	0.072051	0.055186	0.033332	0	0	0.587494	0.23025	0.221239	0.66961	0.231128	0	0	0	0	0.079187	0.02215	0	0.028515	0	0	0.203846	0.703202	0.36771	0.378905	0.103607	0	0.008366	0.05613	0	0
Smp_000430	39.464122	13.126366	54.595586	10.122963	6.545854	0.024959	0.256285	0.164568	0.217387	0.43805500000000003	0	0.33495	0	0.245053	0.165199	0	0.046922	0	0	0.075326	0.070479	0.087836	0.23591	0.072526	1.227201	0.06988	0.046911	0	0	0	0	0	0	0.154991	0	0	0.117282	0	0	0	0.355977	0.055992	0.541289	0.653846	0.092889	0.084353	0.107707	0.143032	0.141792	0.146331	0.03624	0	0	0	0.27071	0.030996	0.317318	0.096976	0.023662	0.046416	0	0.041192	0	0.126313	0.029472	0.095556	1.827676	0.589636	0.999175	0.091158	0	0.049072	0.131232	0.028741	0
Smp_000470	94.024781	87.03748	88.948532	87.662704	93.051527	66.751133	102.622678	96.057729	89.00957	96.69475	47.056858	47.26382	33.77293	42.830949	64.677272	40.022237	48.254596	50.111016	49.824894	39.017976	75.367378	65.717518	82.731307	81.923653	81.11549	82.249971	72.95301	73.895303	83.367893	81.863784	45.291934	31.031206	41.984844	43.694532	52.085589	38.975853	44.053382	41.21335	42.564656	32.958582	40.6951	28.942516	68.235033	36.36559	40.388695	70.984691	91.089314	77.003816	83.806312	93.293446	43.764086	45.540229	36.837628	26.516842	33.127229	41.459851	44.52102	52.296367	50.313629	42.452466	37.660416	39.00199	44.011716	40.202224	39.30193	61.462234	72.988388	56.577059	81.850464	83.944697	21.214728	56.507961	7.229902	50.119147	49.166783
