gene_id	PRJEB32839__f_26d_juveniles_r1	PRJEB32839__f_26d_juveniles_r2	PRJEB32839__f_26d_juveniles_r3	PRJEB32839__f_26d_juveniles_r4	PRJEB32839__f_26d_juveniles_r5	PRJEB32839__f_2d_somules_r1	PRJEB32839__f_2d_somules_r2	PRJEB32839__f_2d_somules_r3	PRJEB32839__f_2d_somules_r4	PRJEB32839__f_2d_somules_r5	PRJEB32839__f_32d_sporocysts_r1	PRJEB32839__f_32d_sporocysts_r2	PRJEB32839__f_32d_sporocysts_r3	PRJEB32839__f_32d_sporocysts_r4	PRJEB32839__f_32d_sporocysts_r5	PRJEB32839__f_cercariae_r1	PRJEB32839__f_cercariae_r2	PRJEB32839__f_cercariae_r3	PRJEB32839__f_cercariae_r4	PRJEB32839__f_cercariae_r5	PRJEB32839__m_26d_juveniles_r1	PRJEB32839__m_26d_juveniles_r2	PRJEB32839__m_26d_juveniles_r3	PRJEB32839__m_26d_juveniles_r4	PRJEB32839__m_26d_juveniles_r5	PRJEB32839__m_2d_somules_r1	PRJEB32839__m_2d_somules_r2	PRJEB32839__m_2d_somules_r3	PRJEB32839__m_2d_somules_r4	PRJEB32839__m_2d_somules_r5	PRJEB32839__m_32d_sporocysts_r1	PRJEB32839__m_32d_sporocysts_r2	PRJEB32839__m_32d_sporocysts_r3	PRJEB32839__m_32d_sporocysts_r4	PRJEB32839__m_32d_sporocysts_r5	PRJEB32839__m_cercariae_r1	PRJEB32839__m_cercariae_r2	PRJEB32839__m_cercariae_r3	PRJEB32839__m_cercariae_r4	PRJEB32839__m_cercariae_r5	PRJEB32839__x_1d_sporocysts_r1	PRJEB32839__x_1d_sporocysts_r2	PRJEB32839__x_1d_sporocysts_r3	PRJEB32839__x_1d_sporocysts_r4	PRJEB32839__x_1d_sporocysts_r5	PRJEB32839__x_2d_somules_r1	PRJEB32839__x_2d_somules_r2	PRJEB32839__x_2d_somules_r3	PRJEB32839__x_2d_somules_r4	PRJEB32839__x_2d_somules_r5	PRJEB32839__x_32d_sporocysts_r1	PRJEB32839__x_32d_sporocysts_r2	PRJEB32839__x_32d_sporocysts_r3	PRJEB32839__x_32d_sporocysts_r4	PRJEB32839__x_32d_sporocysts_r5	PRJEB32839__x_5d_sporocysts_r1	PRJEB32839__x_5d_sporocysts_r2	PRJEB32839__x_5d_sporocysts_r3	PRJEB32839__x_5d_sporocysts_r4	PRJEB32839__x_5d_sporocysts_r5	PRJEB32839__x_cercariae_r1	PRJEB32839__x_cercariae_r2	PRJEB32839__x_cercariae_r3	PRJEB32839__x_cercariae_r4	PRJEB32839__x_cercariae_r5	PRJEB32839__x_eggs_r1	PRJEB32839__x_eggs_r2	PRJEB32839__x_eggs_r3	PRJEB32839__x_eggs_r4	PRJEB32839__x_eggs_r5	PRJEB32839__x_miracidia_r1	PRJEB32839__x_miracidia_r2	PRJEB32839__x_miracidia_r3	PRJEB32839__x_miracidia_r4	PRJEB32839__x_miracidia_r5
Smp_000150	5512.469	5508.907	5501.595	5501.874	5496.95	5510.653	5504.993	5508.304	5514.019	5507.915	5494.871	5499.899999999999	5498.442	5500.567	5499.168	5504.246	5511.306	5506.044	5501.892	5506.28	5504.494	5496.62	5496.058	5494.654	5497.104	5502.835	5508.226	5509.82	5517.501	5507.033	5503.237	5500.14	5500.843	5500.286	5505.346	5523.721	5506.243	5504.429	5498.732	5499.88	5508.705	5508.817	5504.155	5508.037	5504.345	5509.859	5508.491	5511.894	5500.852	5502.347	5503.557	5497.837	5506.058	5503.055	5507.325	5502.823	5505.186	5497.205	5498.461	5502.25	5503.732	5509.169999999999	5498.899	5508.596	5512.217	5504.161	5503.139	5504.652	5503.752	5498.432	5510.995	5498.495	5518.364	5508.057	5506.803
Smp_000160	4051.469	4047.9069999999997	4040.595	4040.874	4035.95	4049.653	4043.9930000000004	4047.304	4053.019	4046.915	4033.871	4038.9	4037.442	4039.567	4038.168	4043.246	4050.306	4045.044	4040.8920000000003	4045.28	4043.494	4035.62	4035.058	4033.6539999999995	4036.104	4041.835	4047.226	4048.82	4056.501	4046.0329999999994	4042.2370000000005	4039.14	4039.843	4039.2859999999996	4044.346	4062.7210000000005	4045.243	4043.429	4037.732	4038.88	4047.7049999999995	4047.817	4043.155	4047.0370000000003	4043.345	4048.859	4047.491	4050.894	4039.852	4041.347	4042.5570000000002	4036.8369999999995	4045.0579999999995	4042.0549999999994	4046.325	4041.823	4044.1860000000006	4036.205	4037.461	4041.2500000000005	4042.7319999999995	4048.17	4037.899	4047.596	4051.217	4043.161	4042.139	4043.652	4042.752	4037.432	4049.995	4037.495	4057.3639999999996	4047.057	4045.803
Smp_000180	1209.469	1205.907	1198.595	1198.874	1193.95	1207.653	1201.993	1205.304	1211.019	1204.915	1191.871	1196.9	1195.442	1197.567	1196.168	1201.246	1208.306	1203.044	1198.892	1203.28	1201.494	1193.62	1193.058	1191.654	1194.104	1199.835	1205.226	1206.82	1214.501	1204.033	1200.237	1197.14	1197.843	1197.286	1202.346	1220.721	1203.243	1201.429	1195.732	1196.88	1205.705	1205.817	1201.155	1205.037	1201.345	1206.859	1205.491	1208.894	1197.852	1199.347	1200.557	1194.837	1203.058	1200.055	1204.325	1199.823	1202.186	1194.205	1195.461	1199.25	1200.732	1206.17	1195.899	1205.596	1209.217	1201.161	1200.139	1201.652	1200.752	1195.432	1207.995	1195.495	1215.364	1205.057	1203.803
Smp_000190	1508.4689999999998	1504.907	1497.595	1497.874	1492.95	1506.653	1500.993	1504.3039999999999	1510.019	1503.915	1490.871	1495.9	1494.442	1496.567	1495.168	1500.246	1507.306	1502.044	1497.892	1502.28	1500.494	1492.62	1492.058	1490.654	1493.104	1498.835	1504.2260000000003	1505.82	1513.501	1503.033	1499.237	1496.14	1496.843	1496.286	1501.346	1519.721	1502.243	1500.429	1494.732	1495.88	1504.705	1504.817	1500.155	1504.037	1500.345	1505.859	1504.491	1507.894	1496.852	1498.347	1499.557	1493.837	1502.058	1499.055	1503.325	1498.823	1501.186	1493.205	1494.461	1498.25	1499.732	1505.17	1494.899	1504.596	1508.2170000000003	1500.161	1499.139	1500.652	1499.752	1494.432	1506.995	1494.495	1514.364	1504.057	1502.803
Smp_000200	9350.469	9346.907	9339.595	9339.874	9334.95	9348.653	9342.993	9346.303999999998	9352.019	9345.915	9332.871	9337.9	9336.442	9338.567	9337.168	9342.246	9349.306	9344.044	9339.892	9344.28	9342.494	9334.62	9334.058	9332.654	9335.104	9340.835	9346.226	9347.82	9355.501	9345.033	9341.237	9338.14	9338.843	9338.286	9343.346	9361.721	9344.243	9342.429	9336.732	9337.88	9346.705	9346.817	9342.155	9346.037	9342.345	9347.859	9346.491	9349.894	9338.852	9340.347	9341.557	9335.837	9344.058	9341.055	9345.325	9340.823	9343.186	9335.205	9336.461	9340.25	9341.732	9347.17	9336.899	9346.596	9350.217	9342.161	9341.139	9342.652	9341.752	9336.432	9348.995	9336.495	9356.364	9346.057	9344.803
Smp_000230	7135.469000000001	7131.907	7124.595	7124.874	7119.95	7133.653	7127.993	7131.304	7137.019	7130.915	7117.870999999999	7122.9	7121.442000000001	7123.567	7122.168	7127.246	7134.306	7129.044	7124.891999999999	7129.28	7127.494	7119.62	7119.058	7117.654	7120.104	7125.835	7131.226000000001	7132.82	7140.501	7130.033	7126.237	7123.140000000001	7123.843	7123.286	7128.345999999999	7146.721	7129.2429999999995	7127.429	7121.732	7122.88	7131.705	7131.817	7127.154999999999	7131.037	7127.345	7132.859	7131.491	7134.894	7123.852	7125.347	7126.557	7120.837	7129.058	7126.055	7130.325	7125.822999999999	7128.186	7120.205	7121.461	7125.25	7126.732	7132.169999999999	7121.899000000001	7131.595999999999	7135.217	7127.161	7126.139	7127.652	7126.752	7121.432	7133.995	7121.495	7141.3640000000005	7131.057	7129.803
Smp_000240	1599.469	1595.907	1588.595	1588.874	1583.95	1597.653	1591.993	1595.304	1601.019	1594.915	1581.871	1586.9	1585.442	1587.567	1586.168	1591.246	1598.306	1593.044	1588.892	1593.28	1591.494	1583.62	1583.058	1581.654	1584.104	1589.835	1595.226	1596.82	1604.501	1594.033	1590.237	1587.1400000000003	1587.843	1587.286	1592.346	1610.721	1593.243	1591.429	1585.732	1586.88	1595.705	1595.817	1591.155	1595.037	1591.345	1596.8589999999997	1595.4910000000002	1598.894	1587.852	1589.347	1590.557	1584.837	1593.058	1590.055	1594.325	1589.823	1592.186	1584.205	1585.461	1589.25	1590.732	1596.17	1585.8989999999997	1595.596	1599.217	1591.161	1590.139	1591.652	1590.752	1585.432	1597.995	1585.495	1605.364	1595.057	1593.803
Smp_000250	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.015	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997	31.014999999999997
Smp_000260	3041.469	3037.907	3030.595	3030.874	3025.95	3039.653	3033.993	3037.304	3043.019	3036.9150000000004	3023.871	3028.9	3027.442	3029.567	3028.168	3033.246	3040.306	3035.044	3030.892	3035.28	3033.4939999999997	3025.62	3025.0580000000004	3023.654	3026.104	3031.835	3037.226	3038.82	3046.501	3036.033	3032.2370000000005	3029.14	3029.843	3029.286	3034.346	3052.721	3035.243	3033.429	3027.732	3028.88	3037.705	3037.817	3033.1549999999997	3037.037	3033.345	3038.859	3037.491	3040.894	3029.852	3031.347	3032.557	3026.837	3035.058	3032.055	3036.325	3031.823	3034.186	3026.205	3027.461	3031.25	3032.732	3038.17	3027.899	3037.596	3041.217	3033.161	3032.139	3033.652	3032.752	3027.432	3039.995	3027.4949999999994	3047.364	3037.057	3035.803
Smp_000270	773.474	769.92	762.614	762.89	757.959	771.665	766.005	765.5821886741686	775.026	768.9369999999999	755.8990000000001	760.938	759.591	761.659	760.2270000000001	765.258	772.314	767.062	762.908	767.3309999999999	765.524	757.656	757.079	755.689	758.11	763.846	769.235	765.5821886741686	778.51	768.04	764.272	761.1490000000001	761.93	761.292	766.3639999999999	784.914	767.27	765.47	759.741	760.887	769.711	769.825	765.171	769.044	765.3589999999999	770.868	769.506	772.915	761.8870000000001	765.5821886741686	764.708	758.85	767.076	764.127	768.368	763.829	766.198	758.215	759.467	763.261	764.733	770.182	765.5821886741686	765.5821886741686	773.222	765.17	764.1559999999998	765.676	764.762	759.44	772.0179999999999	759.535	779.374	769.085	767.8139999999999
Smp_000280	683.506	680.016	672.663	672.94	668.016	675.658911269178	676.112	679.406	675.658911269178	679.048	675.658911269178	675.658911269178	675.658911269178	675.658911269178	675.658911269178	675.658911269178	675.658911269178	677.13	672.981	675.658911269178	675.587	667.784	667.132	665.7849999999999	668.158	675.658911269178	675.658911269178	675.658911269178	688.55	675.658911269178	675.658911269178	675.658911269178	672.112	671.318	675.658911269178	694.957	675.658911269178	675.658911269178	669.7809999999998	675.658911269178	679.762	675.658911269178	675.255	679.085	675.411	680.928	679.552	682.998	672.015	675.658911269178	675.658911269178	675.658911269178	675.658911269178	675.658911269178	675.658911269178	673.873	676.227	668.307	675.658911269178	673.306	674.751	675.658911269178	675.658911269178	675.658911269178	675.658911269178	675.211	674.2	675.752	674.803	669.4989999999999	682.111	675.658911269178	675.658911269178	679.133	677.875
Smp_000300	4654.469	4650.907	4643.595	4643.874	4638.95	4652.653	4646.993	4650.304	4656.019	4649.915	4636.871	4641.9	4640.442	4642.567	4641.168	4646.246	4653.306	4648.044	4643.892	4648.28	4646.494	4638.62	4638.058	4636.654	4639.104	4644.835	4650.225999999999	4651.82	4659.501	4649.033	4645.237	4642.14	4642.843	4642.286	4647.346	4665.721	4648.243	4646.429	4640.732	4641.88	4650.705	4650.817	4646.155	4650.037	4646.345	4651.859	4650.491	4653.894	4642.852	4644.347	4645.557	4639.837	4648.058	4645.055	4649.325	4644.823	4647.186	4639.205	4640.461	4644.25	4645.732	4651.17	4640.899	4650.596	4654.217	4646.161	4645.139	4646.652	4645.752	4640.432	4652.995	4640.495	4660.364	4650.057	4648.803
Smp_000310	1016.469	1012.907	1005.5949999999999	1005.874	1000.95	1014.6529999999999	1008.993	1012.304	1018.0189999999999	1011.9150000000001	998.8710000000001	1003.9000000000001	1002.4420000000001	1004.567	1003.168	1008.2460000000001	1015.306	1010.044	1005.892	1010.28	1008.4940000000001	1000.62	1000.058	998.6539999999999	1001.1039999999999	1006.835	1012.2259999999999	1013.8200000000002	1021.5009999999999	1011.033	1007.2370000000001	1004.1400000000001	1004.843	1004.2860000000001	1009.3460000000001	1027.721	1010.243	1008.429	1002.732	1003.8800000000001	1012.705	1012.817	1008.1550000000001	1012.0370000000001	1008.345	1013.859	1012.491	1015.894	1004.852	1006.347	1007.557	1001.8369999999999	1010.058	1007.055	1011.325	1006.823	1009.186	1001.205	1002.461	1006.25	1007.7319999999999	1013.17	1002.899	1012.596	1016.2170000000001	1008.161	1007.139	1008.652	1007.752	1002.432	1014.995	1002.4949999999999	1022.364	1012.057	1010.803
Smp_000320	1773.469	1769.907	1762.595	1762.874	1757.9500000000003	1771.653	1765.993	1769.3039999999999	1775.019	1768.915	1755.871	1760.9	1759.442	1761.567	1760.168	1765.2459999999999	1772.306	1767.044	1762.892	1767.28	1765.494	1757.62	1757.058	1755.654	1758.104	1763.835	1769.226	1770.82	1778.501	1768.033	1764.237	1761.14	1761.843	1761.286	1766.346	1784.721	1767.243	1765.429	1759.732	1760.88	1769.705	1769.817	1765.155	1769.037	1765.3449999999998	1770.859	1769.4910000000002	1772.894	1761.8520000000003	1763.347	1764.557	1758.837	1767.058	1764.055	1768.325	1763.823	1766.186	1758.2050000000002	1759.461	1763.2500000000002	1764.732	1770.17	1759.899	1769.596	1773.217	1765.161	1764.1389999999997	1765.652	1764.7520000000002	1759.432	1771.995	1759.495	1779.364	1769.057	1767.803
Smp_000340	6716.469	6712.907	6705.595	6705.874	6700.950000000001	6714.653	6708.993	6712.304	6718.019000000001	6711.914999999999	6698.871	6703.9	6702.442	6704.567	6703.168	6708.246	6715.306	6710.044	6705.892	6710.28	6708.494	6700.62	6700.058	6698.654000000001	6701.103999999999	6706.835	6712.226	6713.82	6721.500999999999	6711.033	6707.237	6704.14	6704.843	6704.286	6709.346	6727.721	6710.243	6708.429	6702.732	6703.88	6712.705	6712.817	6708.155	6712.037	6708.345	6713.859	6712.491000000001	6715.894	6704.852	6706.347	6707.557	6701.837	6710.058	6707.055	6711.325	6706.823	6709.186	6701.205	6702.461	6706.25	6707.732	6713.17	6702.899	6712.596	6716.217	6708.161	6707.139	6708.652	6707.752	6702.432	6714.995	6702.495	6722.364	6712.057	6710.803
Smp_000370	3456.469	3452.907	3445.595	3445.874	3440.95	3454.653	3448.993	3452.304	3458.019	3451.915	3438.871	3443.9	3442.442	3444.5670000000005	3443.1679999999997	3448.2460000000005	3455.306	3450.044	3445.892	3450.2800000000007	3448.494	3440.62	3440.058	3438.654	3441.104	3446.835	3452.226	3453.82	3461.501	3451.033	3447.237	3444.14	3444.843	3444.286	3449.346	3467.721	3450.2430000000004	3448.4290000000005	3442.732	3443.88	3452.705	3452.817	3448.155	3452.037	3448.345	3453.8590000000004	3452.491	3455.894	3444.8519999999994	3446.347	3447.557	3441.837	3450.058	3447.055	3451.325	3446.823	3449.186	3441.205	3442.461	3446.25	3447.7320000000004	3453.1700000000005	3442.899	3452.596	3456.217	3448.161	3447.139	3448.652	3447.752	3442.432	3454.995	3442.495	3462.364	3452.057	3450.803
