gene_id	PRJNA597909__adult_control_r1	PRJNA597909__adult_control_r2	PRJNA597909__adult_control_r3	PRJNA597909__adult_control_r4	PRJNA597909__adult_control_r5	PRJNA597909__adult_pzq_r1	PRJNA597909__adult_pzq_r2	PRJNA597909__adult_pzq_r3	PRJNA597909__adult_pzq_r4	PRJNA597909__adult_pzq_r5	PRJNA597909__juvenile_control_r1	PRJNA597909__juvenile_control_r2	PRJNA597909__juvenile_control_r3	PRJNA597909__juvenile_control_r4	PRJNA597909__juvenile_control_r5	PRJNA597909__juvenile_pzq_r1	PRJNA597909__juvenile_pzq_r2	PRJNA597909__juvenile_pzq_r3	PRJNA597909__juvenile_pzq_r4	PRJNA597909__juvenile_pzq_r5
Smp_000650	2064.72	2064.554	2065.303	2064.814	2064.924	2064.741	2064.488	2064.826	2064.39	2064.389	2065.05	2065.344	2065.416	2065.612	2065.503	2065.395	2066.646	2066.077	2065.23	2065.033
Smp_000660	5018.72	5018.554	5019.303	5018.814	5018.924	5018.741	5018.488	5018.826	5018.39	5018.389	5019.05	5019.344	5019.416	5019.612	5019.503	5019.395	5020.646	5020.077	5019.23	5019.033
Smp_000670	6039.72	6039.554	6040.303	6039.814	6039.924	6039.741	6039.488	6039.826	6039.39	6039.389	6040.05	6040.344	6040.416	6040.611999999999	6040.503	6040.395000000001	6041.646	6041.077	6040.23	6040.033
Smp_000680	1112.72	1112.554	1113.303	1112.814	1112.924	1112.741	1112.488	1112.826	1112.39	1112.389	1113.05	1113.344	1113.416	1113.612	1113.503	1113.395	1114.646	1114.077	1113.23	1113.033
Smp_000690	5151.72	5151.554	5152.303	5151.814	5151.923999999999	5151.740999999999	5151.488	5151.826	5151.389999999999	5151.389	5152.05	5152.344	5152.416	5152.612	5152.503	5152.395	5153.646	5153.077	5152.23	5152.033
Smp_000700	5243.72	5243.554	5244.303	5243.814	5243.923999999999	5243.741	5243.488	5243.826	5243.39	5243.389	5244.05	5244.344	5244.416	5244.612	5244.503	5244.395	5245.646	5245.077	5244.23	5244.033
Smp_000710	1384.72	1384.554	1385.303	1384.814	1384.924	1384.741	1384.488	1384.826	1384.39	1384.389	1385.05	1385.344	1385.416	1385.612	1385.503	1385.395	1386.646	1386.0769999999998	1385.23	1385.033
Smp_000720	4762.72	4762.554	4763.303	4762.814	4762.924	4762.741	4762.488	4762.826	4762.39	4762.389	4763.05	4763.344	4763.416	4763.612	4763.503	4763.395	4764.646	4764.077	4763.23	4763.033
Smp_000740	1435.72	1435.554	1436.303	1435.814	1435.924	1435.741	1435.4879999999998	1435.826	1435.39	1435.389	1436.05	1436.3439999999998	1436.416	1436.612	1436.503	1436.395	1437.6460000000002	1437.0769999999998	1436.23	1436.033
Smp_000755	2856.72	2856.554	2857.303	2856.814	2856.924	2856.741	2856.4879999999994	2856.826	2856.39	2856.389	2857.05	2857.344	2857.416	2857.612	2857.503	2857.395	2858.646	2858.077	2857.23	2857.033
Smp_000770	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951	40.6951
Smp_000790	5393.977605612199	5376.302281942549	5383.426972501555	5383.467235385737	5380.176543184032	5378.69869162327	5379.7503289911365	5380.895890037985	5387.660794233659	5371.556701747466	5387.432879786607	5395.22045356026	5395.914667136769	5391.496190819258	5392.343069107426	5384.846702363017	5383.100225655166	5389.979177774359	5379.35728306268	5390.286490561426
Smp_000810	2343.72	2343.554	2344.303	2343.814	2343.924	2343.741	2343.488	2343.826	2343.39	2343.389	2344.05	2344.344	2344.416	2344.612	2344.503	2344.395	2345.646	2345.077	2344.23	2344.033
Smp_000820	539.3574092885144	538.9001455561952	539.9504601381948	539.0582814152323	539.7653362773214	539.1027008956507	538.7777729927296	539.9477356881312	538.5874090643183	538.70631430277	540.0897867394501	540.2334292136819	540.6604661257129	540.5515720427355	540.4359707018494	540.3414533485118	542.0836365198535	540.8147247088331	540.3887793671641	540.020533005436
Smp_000830	2918.72	2918.554	2919.303	2918.814	2918.924	2918.741	2918.488	2918.826	2918.39	2918.389	2919.05	2919.3440000000005	2919.416	2919.612	2919.503	2919.395	2920.646	2920.077	2919.23	2919.033
Smp_000850	1220.72	1220.554	1221.303	1220.814	1220.924	1220.741	1220.488	1220.826	1220.39	1220.389	1221.05	1221.344	1221.4160000000002	1221.612	1221.503	1221.395	1222.646	1222.077	1221.23	1221.033
Smp_000870	3347.72	3347.554	3348.303	3347.814	3347.924	3347.741	3347.488	3347.826	3347.3900000000003	3347.389	3348.05	3348.344	3348.416	3348.612	3348.503	3348.395	3349.646	3349.077	3348.23	3348.033
Smp_000880	478.234	478.046	478.792	478.356	478.469	478.28899999999993	477.993	478.347	477.90899999999993	477.905	478.594	478.916	478.99	479.169	479.037	478.97	480.21400000000006	479.65399999999994	478.834	478.664
Smp_000900	1925.72	1925.554	1926.303	1925.814	1925.924	1925.741	1925.488	1925.8260000000002	1925.39	1925.389	1926.0499999999997	1926.344	1926.416	1926.612	1926.5030000000002	1926.395	1927.6459999999997	1927.077	1926.23	1926.033
Smp_000910	2380.72	2380.554	2381.303	2380.814	2380.924	2380.741	2380.488	2380.826	2380.39	2380.389	2381.05	2381.344	2381.4160000000006	2381.612	2381.503	2381.395	2382.646	2382.077	2381.23	2381.033
Smp_000950	2915.7199999999993	2915.554	2916.303	2915.8140000000003	2915.924	2915.741	2915.488	2915.826	2915.39	2915.389	2916.05	2916.344	2916.416	2916.612	2916.503	2916.395	2917.646	2917.077	2916.23	2916.033
Smp_000980	991.72	991.554	992.303	991.814	991.924	991.741	991.488	991.826	991.3899999999999	991.3890000000001	992.05	992.344	992.416	992.612	992.503	992.3950000000001	993.646	993.077	992.23	992.033
Smp_000990	3432.72	3432.5540000000005	3433.303	3432.814	3432.924	3432.741	3432.488	3432.826	3432.39	3432.389	3433.05	3433.344	3433.416	3433.612	3433.503	3433.395	3434.646	3434.077	3433.23	3433.033
Smp_001000	762.781	762.601	763.3480000000001	762.872	762.987	762.806	762.557	762.874	762.45	762.436	763.1019999999999	763.399	763.484	763.662	763.563	763.455	764.7	764.125	763.286	763.097
Smp_001020	2187.72	2187.554	2188.303	2187.814	2187.924	2187.741	2187.488	2187.826	2187.39	2187.389	2188.05	2188.344	2188.416	2188.612	2188.503	2188.395	2189.646	2189.077	2188.23	2188.033
Smp_001030	1661.72	1661.554	1662.303	1661.814	1661.924	1661.741	1661.488	1661.826	1661.39	1661.389	1662.05	1662.344	1662.4160000000002	1662.6119999999999	1662.503	1662.395	1663.646	1663.077	1662.23	1662.033
Smp_001040	4595.72	4595.554	4596.303	4595.814	4595.924	4595.741	4595.488	4595.826	4595.39	4595.389	4596.05	4596.344	4596.416	4596.612	4596.503	4596.395	4597.646	4597.077	4596.23	4596.033
Smp_001070	2040.72	2040.554	2041.303	2040.814	2040.924	2040.741	2040.488	2040.826	2040.39	2040.389	2041.05	2041.344	2041.4159999999997	2041.612	2041.503	2041.3950000000002	2042.6460000000002	2042.077	2041.23	2041.033
Smp_001080	404.551	404.349	405.058	404.673	404.772	404.694	404.36299999999994	404.733	404.312	404.344	404.97499999999997	405.307	405.329	405.5	405.347	405.313	406.578	406.065	405.266	405.082
Smp_001090	7900.72	7900.554	7901.303	7900.814	7900.924	7900.741	7900.487999999999	7900.825999999999	7900.389999999999	7900.389000000001	7901.05	7901.344	7901.416000000001	7901.612	7901.503	7901.395	7902.646000000001	7902.077	7901.229999999999	7901.032999999999
Smp_001095	1974.72	1974.554	1975.303	1974.814	1974.924	1974.7410000000002	1974.4880000000003	1974.826	1974.39	1974.389	1975.05	1975.344	1975.416	1975.612	1975.503	1975.395	1976.646	1976.077	1975.23	1975.033
Smp_001100	2752.7200000000003	2752.554	2753.3029999999994	2752.814	2752.924	2752.741	2752.488	2752.826	2752.39	2752.389	2753.05	2753.344	2753.416	2753.612	2753.503	2753.395	2754.646	2754.077	2753.2299999999996	2753.033
Smp_001120	587.138	586.952	587.692	587.265	587.375	587.173	586.905	587.234	586.799	586.792	587.495	587.817	587.883	588.08	587.948	587.847	589.102	588.554	587.714	587.563
Smp_001160	2167.72	2167.554	2168.303	2167.814	2167.924	2167.741	2167.488	2167.826	2167.39	2167.389	2168.05	2168.344	2168.416	2168.612	2168.503	2168.395	2169.646	2169.077	2168.23	2168.033
Smp_001170	3505.72	3505.554	3506.303	3505.814	3505.924	3505.741	3505.488	3505.8259999999996	3505.39	3505.389	3506.0500000000006	3506.3439999999996	3506.416	3506.612	3506.503	3506.395	3507.6460000000006	3507.077	3506.2300000000005	3506.033
Smp_001180	7506.72	7506.554	7507.303	7506.813999999999	7506.924	7506.741	7506.488	7506.826	7506.39	7506.389	7507.05	7507.344	7507.416	7507.612000000001	7507.503000000001	7507.395	7508.646	7508.076999999999	7507.23	7507.032999999999
Smp_001210	3680.72	3680.554	3681.303	3680.814	3680.924	3680.741	3680.4879999999994	3680.826	3680.39	3680.3890000000006	3681.05	3681.3439999999996	3681.416	3681.612	3681.5030000000006	3681.395	3682.646	3682.0770000000007	3681.23	3681.0330000000004
Smp_001360	5174.720000000001	5174.554	5175.302999999999	5174.814	5174.924	5174.741	5174.488	5174.826	5174.39	5174.389	5175.05	5175.344	5175.416000000001	5175.612	5175.503	5175.395	5176.646	5176.077	5175.23	5175.033
Smp_001390	5230.72	5230.554	5231.303	5230.814	5230.924	5230.741	5230.488	5230.826	5230.39	5230.389	5231.05	5231.344000000001	5231.416	5231.612	5231.503	5231.395	5232.646	5232.077	5231.23	5231.033
Smp_001410	4111.72	4111.554	4112.303	4111.814	4111.924	4111.741	4111.488	4111.826	4111.39	4111.389	4112.05	4112.344	4112.416	4112.612	4112.503	4112.395	4113.646	4113.077	4112.23	4112.033
Smp_001420	2611.72	2611.554	2612.303	2611.814	2611.924	2611.741	2611.488	2611.826	2611.39	2611.389	2612.05	2612.344	2612.416	2612.612	2612.503	2612.395	2613.646	2613.077	2612.23	2612.033
Smp_001500	1192.72	1192.554	1193.303	1192.814	1192.924	1192.741	1192.4880000000003	1192.826	1192.39	1192.389	1193.05	1193.344	1193.416	1193.612	1193.503	1193.395	1194.646	1194.077	1193.23	1193.033
Smp_001530	2662.72	2662.554	2663.303	2662.814	2662.924	2662.741	2662.488	2662.826	2662.39	2662.389	2663.05	2663.344	2663.416	2663.612	2663.503	2663.395	2664.646	2664.0769999999998	2663.23	2663.033
Smp_001560	2540.72	2540.554	2541.303	2540.814	2540.924	2540.741	2540.488	2540.826	2540.39	2540.389	2541.05	2541.344	2541.416	2541.612	2541.503	2541.395	2542.646	2542.077	2541.23	2541.033
Smp_001590	1654.72	1654.554	1655.303	1654.814	1654.924	1654.741	1654.488	1654.826	1654.39	1654.389	1655.05	1655.344	1655.4159999999997	1655.612	1655.503	1655.3949999999998	1656.646	1656.077	1655.23	1655.0330000000001
Smp_001610	1087.72	1087.554	1088.303	1087.814	1087.924	1087.741	1087.488	1087.826	1087.39	1087.389	1088.05	1088.344	1088.416	1088.612	1088.503	1088.395	1089.646	1089.077	1088.23	1088.033
Smp_001640	415.54	415.339	416.048	415.657	415.761	415.682	415.354	415.722	415.297	415.327	415.967	416.298	416.321	416.496	416.339	416.307	417.566	417.051	416.259	416.071
Smp_001780	1704.72	1704.5540000000003	1705.303	1704.814	1704.924	1704.741	1704.488	1704.8260000000002	1704.39	1704.3890000000001	1705.0499999999997	1705.344	1705.4160000000002	1705.612	1705.503	1705.395	1706.646	1706.077	1705.23	1705.033
Smp_001830	434.517	434.31800000000004	435.02299999999997	434.637	434.733	434.656	434.326	434.684	434.259	434.286	434.939	435.2699999999999	435.294	435.471	435.31	435.284	436.5299999999999	436.019	435.217	435.03600000000006
Smp_001890	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098	525.6098
Smp_001900	5914.72	5914.553999999999	5915.303	5914.814	5914.924	5914.741	5914.488	5914.826	5914.39	5914.389	5915.05	5915.343999999999	5915.416	5915.612	5915.503	5915.395	5916.646000000001	5916.077	5915.23	5915.033
Smp_001940	1033.72	1033.554	1034.303	1033.814	1033.924	1033.741	1033.488	1033.826	1033.39	1033.389	1034.05	1034.344	1034.416	1034.612	1034.503	1034.395	1035.646	1035.077	1034.23	1034.033
Smp_001950	1858.72	1858.554	1859.303	1858.814	1858.9240000000002	1858.7410000000002	1858.488	1858.826	1858.39	1858.3890000000001	1859.05	1859.344	1859.416	1859.6120000000003	1859.5029999999997	1859.395	1860.646	1860.077	1859.23	1859.033
Smp_001960	2974.72	2974.5540000000005	2975.303	2974.8139999999994	2974.924	2974.741	2974.488	2974.826	2974.39	2974.3889999999997	2975.05	2975.344	2975.416	2975.612	2975.503	2975.395	2976.646	2976.077	2975.23	2975.033
Smp_001980	3579.7200000000003	3579.554	3580.303	3579.814	3579.924	3579.741	3579.488	3579.826	3579.39	3579.389	3580.05	3580.344	3580.416	3580.6119999999996	3580.503	3580.395	3581.646	3581.077	3580.23	3580.033
Smp_002010	638.092	637.906	638.65	638.228	638.333	638.12	637.861	638.18	637.754	637.747	638.461	638.76	638.836	639.026	638.883	638.806	640.048	639.488	638.666	638.509
Smp_002060	649.078	648.893	649.639	649.2110000000001	649.318	649.1039999999999	648.848	649.166	648.74	648.737	649.45	649.743	649.825	650.009	649.866	649.785	651.034	650.468	649.648	649.498
Smp_002070	452.43	452.234	452.937	452.552	452.649	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156	452.5603396182156
Smp_002080	1397.72	1397.554	1398.303	1397.814	1397.924	1397.741	1397.488	1397.826	1397.39	1397.389	1398.05	1398.344	1398.416	1398.612	1398.503	1398.395	1399.6460000000002	1399.0769999999998	1398.23	1398.0329999999997
Smp_002100	1114.72	1114.554	1115.303	1114.814	1114.924	1114.741	1114.488	1114.826	1114.39	1114.389	1115.05	1115.344	1115.416	1115.612	1115.503	1115.395	1116.646	1116.077	1115.23	1115.033
Smp_002160	2880.72	2880.554	2881.303	2880.814	2880.924	2880.741	2880.488	2880.826	2880.39	2880.389	2881.05	2881.344	2881.416	2881.612	2881.503	2881.395	2882.646	2882.077	2881.23	2881.033
Smp_002180	710.875	710.702	711.469	710.992	711.117	710.927	710.655	710.973	710.563	710.534	711.209	711.494	711.5670000000001	711.759	711.664	711.568	712.795	712.2430000000002	711.399	711.227
Smp_002230	3828.7200000000003	3828.554	3829.303	3828.814	3828.924	3828.741	3828.488	3828.826	3828.39	3828.389	3829.05	3829.344	3829.416	3829.612	3829.503	3829.395	3830.646	3830.077	3829.23	3829.033
Smp_002280	3763.72	3763.554	3764.303	3763.814	3763.9240000000004	3763.741	3763.488	3763.826	3763.39	3763.3890000000006	3764.05	3764.344	3764.416	3764.612	3764.503	3764.395	3765.6459999999997	3765.0769999999998	3764.23	3764.0330000000004
Smp_002380	1089.72	1089.554	1090.303	1089.814	1089.924	1089.741	1089.488	1089.826	1089.39	1089.389	1090.05	1090.344	1090.416	1090.612	1090.503	1090.395	1091.646	1091.077	1090.23	1090.033
Smp_002410	808.731	808.562	809.318	808.824	808.94	808.758	808.504	808.8299999999999	808.402	808.397	809.059	809.353	809.434	809.621	809.511	809.404	810.66	810.091	809.241	809.047
Smp_002510	1286.72	1286.554	1287.303	1286.814	1286.924	1286.741	1286.488	1286.826	1286.39	1286.389	1287.05	1287.344	1287.416	1287.612	1287.5030000000002	1287.395	1288.646	1288.077	1287.23	1287.033
Smp_002550	551.159	550.97	551.71	551.277	551.395	551.1990000000001	550.924	551.258	550.832	550.818	551.516	551.836	551.906	552.096	551.965	551.871	553.129	552.572	551.735	551.582
Smp_002600	1599.9444571001675	1599.8532524136326	1600.5025550689643	1600.0316470676123	1600.1109158653735	1599.8408354747291	1599.545298693348	1599.9100537221743	1599.5406250243261	1599.4794650751596	1600.300366216343	1600.6366116547874	1600.5918255509077	1600.9373510626924	1600.675397029718	1600.395	1601.892791731933	1601.1835532284076	1600.6187326140089	1600.2991249889517
Smp_002630	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275	877.12275
Smp_002640	4148.72	4148.554	4149.303	4148.814	4148.924	4148.741	4148.488	4148.826	4148.39	4148.389	4149.05	4149.344	4149.416	4149.612	4149.503	4149.395	4150.646	4150.077	4149.23	4149.033
Smp_002740	918.72	918.554	919.303	918.814	918.924	918.741	918.488	918.826	918.39	918.389	919.05	919.344	919.416	919.612	919.503	919.395	920.646	920.077	919.23	919.033
Smp_002820	2469.72	2469.554	2470.303	2469.814	2469.924	2469.741	2469.488	2469.826	2469.39	2469.389	2470.05	2470.344	2470.416	2470.612	2470.5030000000006	2470.395	2471.646	2471.077	2470.23	2470.033
Smp_002840	2387.72	2387.554	2388.303	2387.814	2387.924	2387.741	2387.488	2387.826	2387.39	2387.389	2388.05	2388.344	2388.416	2388.612	2388.503	2388.395	2389.646	2389.077	2388.23	2388.033
Smp_002860	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842	288.842
Smp_002870	1329.72	1329.554	1330.303	1329.814	1329.924	1329.741	1329.488	1329.826	1329.39	1329.389	1330.05	1330.344	1330.416	1330.612	1330.503	1330.395	1331.646	1331.077	1330.2299999999998	1330.033
Smp_002880	1667.72	1667.554	1668.303	1667.814	1667.924	1667.741	1667.488	1667.8259999999998	1667.39	1667.3890000000001	1668.0499999999997	1668.3439999999998	1668.416	1668.6119999999999	1668.503	1668.395	1669.646	1669.077	1668.23	1668.033
